name,year,month,infection,forest cover,population,area,oro_temp,juntamoji_temp,debesuotumas,slegis_juros_lyg,santyk_oro_dregme,kritutliu_kiekis
Tauragės r. sav.,2014,1,2,38.7,42045.0,1179.0,-5.765994623655914,-12.197043010752688,62.83309759547383,1017.7602150537634,83.82123655913979,57.6
Tauragės apskritis,2014,1,2,33.1,105356.0,4408.0,-5.765994623655914,-12.197043010752688,62.83309759547383,1017.7602150537634,83.82123655913979,57.6
Mažeikių r. sav.,2014,1,0,29.5,56449.0,1220.0,-6.03991935483871,-10.582258064516129,61.2695530726257,1018.0938172043012,84.43145161290323,59.9
Plungės r. sav.,2014,1,0,36.1,36945.0,1105.0,-6.03991935483871,-10.582258064516129,61.2695530726257,1018.0938172043012,84.43145161290323,59.9
Telšių r. sav.,2014,1,1,35.2,44995.0,1439.0,-6.03991935483871,-10.582258064516129,61.2695530726257,1018.0938172043012,84.43145161290323,59.9
Telšių apskritis,2014,1,1,36.3,146688.0,4349.0,-6.03991935483871,-10.582258064516129,61.2695530726257,1018.0938172043012,84.43145161290323,59.9
Anykščių r. sav.,2014,1,1,32.6,27112.0,1764.0,-6.447849462365591,-9.86518817204301,59.98515519568152,1019.941129032258,78.52822580645162,43.4
Ignalinos r. sav.,2014,1,0,36.3,17319.0,1441.0,-7.330779569892473,-11.243279569892474,57.93637621023513,1020.5650537634408,82.55779569892474,40.3
Molėtų r. sav.,2014,1,0,31.3,19669.0,1367.0,-6.447849462365591,-9.86518817204301,59.98515519568152,1019.941129032258,78.52822580645162,43.4
Utenos r. sav.,2014,1,2,33.4,41223.0,1230.0,-6.447849462365591,-9.86518817204301,59.98515519568152,1019.941129032258,78.52822580645162,43.4
Visagino sav.,2014,1,1,58.0,21126.0,58.0,-7.330779569892473,-11.243279569892474,57.93637621023513,1020.5650537634408,82.55779569892474,40.3
Zarasų r. sav.,2014,1,0,37.3,17409.0,1331.0,-7.330779569892473,-11.243279569892474,57.93637621023513,1020.5650537634408,82.55779569892474,40.3
Utenos apskritis,2014,1,4,34.3,143858.0,7191.0,-6.447849462365591,-9.86518817204301,59.98515519568152,1019.941129032258,78.52822580645162,43.4
Šalčininkų r. sav.,2014,1,0,48.0,33420.0,1493.0,-6.393951612903226,-10.669354838709678,64.27922971114168,1019.715188172043,81.13306451612904,46.1
Širvintų r. sav.,2014,1,0,33.3,16645.0,905.0,-5.925268817204301,-9.987634408602151,57.19623655913978,1019.4638440860216,77.74059139784946,42.3
Švenčionių r. sav.,2014,1,2,60.3,26346.0,1691.0,-7.330779569892473,-11.243279569892474,57.93637621023513,1020.5650537634408,82.55779569892474,40.3
Trakų r. sav.,2014,1,1,49.9,33447.0,1207.0,-6.393951612903226,-10.669354838709678,64.27922971114168,1019.715188172043,81.13306451612904,46.1
Ukmergės r. sav.,2014,1,3,32.5,37898.0,1395.0,-5.925268817204301,-9.987634408602151,57.19623655913978,1019.4638440860216,77.74059139784946,42.3
Vilniaus r. sav.,2014,1,1,41.6,93422.0,2129.0,-6.393951612903226,-10.669354838709678,64.27922971114168,1019.715188172043,81.13306451612904,46.1
Vilniaus m. sav.,2014,1,12,34.6,535362.0,400.0,-6.393951612903226,-10.669354838709678,64.27922971114168,1019.715188172043,81.13306451612904,46.1
Vilniaus apskritis,2014,1,19,44.0,800631.0,9730.0,-6.393951612903226,-10.669354838709678,64.27922971114168,1019.715188172043,81.13306451612904,46.1
Alytaus r. sav.,2014,2,0,25.0,27410.0,1403.0,-0.1616071428571428,-1.925,68.776,1015.5933035714284,81.73363095238095,38.5
Alytaus m. sav.,2014,2,0,32.5,57520.0,39.0,-0.1616071428571428,-1.925,68.776,1015.5933035714284,81.73363095238095,38.5
Druskininkų sav.,2014,2,0,69.1,21135.0,453.0,-0.0385416666666666,-2.8479166666666664,65.25581395348837,1014.8918154761906,85.72619047619048,21.3
Lazdyjų r.,2014,2,0,,,,-0.0385416666666666,-2.8479166666666664,65.25581395348837,1014.8918154761906,85.72619047619048,21.3
Varėnos r. sav.,2014,2,2,68.7,24193.0,2216.0,-0.1616071428571428,-1.925,68.776,1015.5933035714284,81.73363095238095,38.5
Alytaus apskritis,2014,2,2,49.1,151648.0,5418.0,-0.1616071428571428,-1.925,68.776,1015.5933035714284,81.73363095238095,38.5
Birštono sav.,2014,2,0,47.1,4399.0,122.0,0.1153273809523809,-3.5447916666666663,69.6741935483871,1014.3857784431136,85.98363095238095,27.7
Jonavos r. sav.,2014,2,0,41.8,44636.0,944.0,0.7404761904761904,-1.597470238095238,71.33965244865719,1014.7136904761904,79.13988095238095,22.3
Kaišiadorių r. sav.,2014,2,0,32.8,32608.0,1087.0,0.1153273809523809,-3.5447916666666663,69.6741935483871,1014.3857784431136,85.98363095238095,27.7
Kauno m. sav.,2014,2,5,17.7,305111.0,157.0,0.1153273809523809,-3.5447916666666663,69.6741935483871,1014.3857784431136,85.98363095238095,27.7
Kauno r. sav.,2014,2,2,32.5,85893.0,1496.0,0.1153273809523809,-3.5447916666666663,69.6741935483871,1014.3857784431136,85.98363095238095,27.7
Kėdainių r. sav.,2014,2,1,25.1,51297.0,1677.0,0.2197916666666667,-2.6186011904761903,73.04817275747509,1014.1994047619048,85.19791666666667,27.4
Prienų r. sav.,2014,2,0,27.7,28530.0,1033.0,0.1153273809523809,-3.5447916666666663,69.6741935483871,1014.3857784431136,85.98363095238095,27.7
Raseinių r. sav.,2014,2,0,23.7,36144.0,1573.0,-0.1580357142857142,-3.675595238095238,74.3166089965398,1013.5763392857144,86.70982142857143,30.7
Kauno apskritis,2014,2,8,29.7,588618.0,8087.0,0.1153273809523809,-3.5447916666666663,69.6741935483871,1014.3857784431136,85.98363095238095,27.7
Klaipėdos m. sav.,2014,2,0,19.8,158074.0,98.0,1.2016369047619049,-2.165029761904762,62.783960720130935,1011.6730654761906,84.46130952380952,11.2
Klaipėdos r. sav.,2014,2,0,26.0,50524.0,1323.0,1.2016369047619049,-2.165029761904762,62.783960720130935,1011.6730654761906,84.46130952380952,11.2
Kretingos r. sav.,2014,2,0,34.6,40222.0,989.0,1.2016369047619049,-2.165029761904762,62.783960720130935,1011.6730654761906,84.46130952380952,11.2
Neringos sav.,2014,2,0,82.5,2722.0,139.0,0.319345238095238,-3.2875,56.92964824120603,1012.013988095238,87.8139880952381,12.5
Palangos m. sav.,2014,2,0,40.0,15442.0,79.0,1.2016369047619049,-2.165029761904762,62.783960720130935,1011.6730654761906,84.46130952380952,11.2
Šilutės r. sav.,2014,2,1,42.2,42870.0,1682.0,1.3020833333333333,-2.0663690476190477,64.20065252854812,1012.4056547619048,85.06547619047619,21.1
Skuodo r. sav.,2014,2,0,10.6,19077.0,911.0,0.3549107142857143,-3.046428571428572,72.44186046511628,1012.4127976190476,86.53720238095238,32.5
Klaipėdos apskritis,2014,2,1,26.5,328931.0,5222.0,1.2016369047619049,-2.165029761904762,62.783960720130935,1011.6730654761906,84.46130952380952,11.2
Marijampolės r. sav.,2014,2,0,,,,1.050595238095238,-1.6816964285714284,60.59665144596652,1013.6793154761904,82.34375,20.9
Šakių r. sav.,2014,2,0,23.0,31186.0,1454.0,1.050595238095238,-1.6816964285714284,60.59665144596652,1013.6793154761904,82.34375,20.9
Vilkaviškio r. sav.,2014,2,0,11.0,40563.0,1262.0,1.050595238095238,-1.6816964285714284,60.59665144596652,1013.6793154761904,82.34375,20.9
Marijampolės apskritis,2014,2,0,22.0,155001.0,4465.0,1.050595238095238,-1.6816964285714284,60.59665144596652,1013.6793154761904,82.34375,20.9
Biržų r. sav.,2014,2,0,27.2,26676.0,1476.0,0.5424107142857143,-1.934970238095238,76.90506329113924,1013.8488095238096,89.06547619047619,29.6
Kupiškio r. sav.,2014,2,0,29.4,19155.0,1080.0,0.5492559523809524,-2.298363095238096,73.92307692307692,1014.0889880952382,83.33928571428571,24.7
Panevėžio r. sav.,2014,2,0,34.9,37625.0,2177.0,0.5492559523809524,-2.298363095238096,73.92307692307692,1014.0889880952382,83.33928571428571,24.7
Panevėžio m. sav.,2014,2,0,2.1,96640.0,50.0,0.5492559523809524,-2.298363095238096,73.92307692307692,1014.0889880952382,83.33928571428571,24.7
Pasvalio r. sav.,2014,2,0,17.0,26883.0,1289.0,0.5424107142857143,-1.934970238095238,76.90506329113924,1013.8488095238096,89.06547619047619,29.6
Rokiškio r. sav.,2014,2,3,29.2,33227.0,1806.0,0.4526785714285714,-1.7444940476190476,74.68895800933126,1014.8955357142858,79.85119047619048,24.7
Panevėžio apskritis,2014,2,3,28.2,240206.0,7878.0,0.5424107142857143,-1.934970238095238,76.90506329113924,1013.8488095238096,89.06547619047619,29.6
Akmenės r. sav.,2014,2,0,32.4,21897.0,844.0,0.3549107142857143,-3.046428571428572,72.44186046511628,1012.4127976190476,86.53720238095238,32.5
Joniškio r. sav.,2014,2,0,20.2,24607.0,1152.0,0.6324404761904762,-1.8684523809523808,74.65673981191223,1013.1575892857144,83.91369047619048,30.8
Kelmės r. sav.,2014,2,0,31.4,30610.0,1705.0,-0.1580357142857142,-3.675595238095238,74.3166089965398,1013.5763392857144,86.70982142857143,30.7
Radviliškio r. sav.,2014,2,0,25.7,40029.0,1634.0,0.6324404761904762,-1.8684523809523808,74.65673981191223,1013.1575892857144,83.91369047619048,30.8
Šiaulių m. sav.,2014,2,3,5.6,105298.0,82.0,0.6324404761904762,-1.8684523809523808,74.65673981191223,1013.1575892857144,83.91369047619048,30.8
Šiaulių r. sav.,2014,2,0,34.9,42337.0,1806.0,0.6324404761904762,-1.8684523809523808,74.65673981191223,1013.1575892857144,83.91369047619048,30.8
Šiaulių apskritis,2014,2,3,27.6,286925.0,8537.0,0.6324404761904762,-1.8684523809523808,74.65673981191223,1013.1575892857144,83.91369047619048,30.8
Jurbarko r. sav.,2014,2,0,38.0,28821.0,1506.0,-0.1580357142857142,-3.675595238095238,74.3166089965398,1013.5763392857144,86.70982142857143,30.7
Šilalės r. sav.,2014,2,0,28.5,25451.0,1188.0,-0.012797619047619,-4.278125,71.74193548387096,1012.7944940476192,88.57589285714286,31.6
Tauragės r. sav.,2014,2,0,38.7,42045.0,1179.0,-0.012797619047619,-4.278125,71.74193548387096,1012.7944940476192,88.57589285714286,31.6
Tauragės apskritis,2014,2,0,33.1,105356.0,4408.0,-0.012797619047619,-4.278125,71.74193548387096,1012.7944940476192,88.57589285714286,31.6
Mažeikių r. sav.,2014,2,3,29.5,56449.0,1220.0,0.3549107142857143,-3.046428571428572,72.44186046511628,1012.4127976190476,86.53720238095238,32.5
Plungės r. sav.,2014,2,0,36.1,36945.0,1105.0,0.3549107142857143,-3.046428571428572,72.44186046511628,1012.4127976190476,86.53720238095238,32.5
Telšių r. sav.,2014,2,2,35.2,44995.0,1439.0,0.3549107142857143,-3.046428571428572,72.44186046511628,1012.4127976190476,86.53720238095238,32.5
Telšių apskritis,2014,2,5,36.3,146688.0,4349.0,0.3549107142857143,-3.046428571428572,72.44186046511628,1012.4127976190476,86.53720238095238,32.5
Anykščių r. sav.,2014,2,0,32.6,27112.0,1764.0,0.4526785714285714,-1.7444940476190476,74.68895800933126,1014.8955357142858,79.85119047619048,24.7
Ignalinos r. sav.,2014,2,0,36.3,17319.0,1441.0,-0.4674107142857142,-2.978869047619048,76.27574750830564,1015.471726190476,82.99255952380952,31.2
Molėtų r. sav.,2014,2,0,31.3,19669.0,1367.0,0.4526785714285714,-1.7444940476190476,74.68895800933126,1014.8955357142858,79.85119047619048,24.7
Utenos r. sav.,2014,2,4,33.4,41223.0,1230.0,0.4526785714285714,-1.7444940476190476,74.68895800933126,1014.8955357142858,79.85119047619048,24.7
Visagino sav.,2014,2,1,58.0,21126.0,58.0,-0.4674107142857142,-2.978869047619048,76.27574750830564,1015.471726190476,82.99255952380952,31.2
Zarasų r. sav.,2014,2,1,37.3,17409.0,1331.0,-0.4674107142857142,-2.978869047619048,76.27574750830564,1015.471726190476,82.99255952380952,31.2
Utenos apskritis,2014,2,6,34.3,143858.0,7191.0,0.4526785714285714,-1.7444940476190476,74.68895800933126,1014.8955357142858,79.85119047619048,24.7
Šalčininkų r. sav.,2014,2,0,48.0,33420.0,1493.0,-0.384375,-3.511904761904762,71.16859504132232,1015.6144345238096,83.68154761904762,38.7
Širvintų r. sav.,2014,2,0,33.3,16645.0,905.0,0.7404761904761904,-1.597470238095238,71.33965244865719,1014.7136904761904,79.13988095238095,22.3
Švenčionių r. sav.,2014,2,0,60.3,26346.0,1691.0,-0.4674107142857142,-2.978869047619048,76.27574750830564,1015.471726190476,82.99255952380952,31.2
Trakų r. sav.,2014,2,3,49.9,33447.0,1207.0,-0.384375,-3.511904761904762,71.16859504132232,1015.6144345238096,83.68154761904762,38.7
Ukmergės r. sav.,2014,2,2,32.5,37898.0,1395.0,0.7404761904761904,-1.597470238095238,71.33965244865719,1014.7136904761904,79.13988095238095,22.3
Vilniaus r. sav.,2014,2,0,41.6,93422.0,2129.0,-0.384375,-3.511904761904762,71.16859504132232,1015.6144345238096,83.68154761904762,38.7
Vilniaus m. sav.,2014,2,11,34.6,535362.0,400.0,-0.384375,-3.511904761904762,71.16859504132232,1015.6144345238096,83.68154761904762,38.7
Vilniaus apskritis,2014,2,16,44.0,800631.0,9730.0,-0.384375,-3.511904761904762,71.16859504132232,1015.6144345238096,83.68154761904762,38.7
Alytaus r. sav.,2014,3,0,25.0,27410.0,1403.0,4.754777927321669,3.998654104979812,56.034013605442176,1015.449798115747,73.76043068640647,37.6
Alytaus m. sav.,2014,3,0,32.5,57520.0,39.0,4.754777927321669,3.998654104979812,56.034013605442176,1015.449798115747,73.76043068640647,37.6
Druskininkų sav.,2014,3,0,69.1,21135.0,453.0,4.801480484522207,3.4685060565275907,54.49860724233983,1015.5916554508748,76.55316285329744,30.7
Lazdyjų r.,2014,3,0,,,,4.801480484522207,3.4685060565275907,54.49860724233983,1015.5916554508748,76.55316285329744,30.7
Varėnos r. sav.,2014,3,0,68.7,24193.0,2216.0,4.754777927321669,3.998654104979812,56.034013605442176,1015.449798115747,73.76043068640647,37.6
Alytaus apskritis,2014,3,0,49.1,151648.0,5418.0,4.754777927321669,3.998654104979812,56.034013605442176,1015.449798115747,73.76043068640647,37.6
Birštono sav.,2014,3,0,47.1,4399.0,122.0,5.217227456258412,3.676850605652759,55.80300957592339,1015.0328398384926,75.42126514131898,27.2
Jonavos r. sav.,2014,3,1,41.8,44636.0,944.0,5.008344549125168,3.695423956931359,54.42837653478854,1014.799865410498,73.18438761776581,47.3
Kaišiadorių r. sav.,2014,3,0,32.8,32608.0,1087.0,5.217227456258412,3.676850605652759,55.80300957592339,1015.0328398384926,75.42126514131898,27.2
Kauno m. sav.,2014,3,4,17.7,305111.0,157.0,5.217227456258412,3.676850605652759,55.80300957592339,1015.0328398384926,75.42126514131898,27.2
Kauno r. sav.,2014,3,0,32.5,85893.0,1496.0,5.217227456258412,3.676850605652759,55.80300957592339,1015.0328398384926,75.42126514131898,27.2
Kėdainių r. sav.,2014,3,0,25.1,51297.0,1677.0,4.785464333781965,3.2954239569313595,57.19166666666667,1014.8799461641992,76.44549125168237,31.4
Prienų r. sav.,2014,3,0,27.7,28530.0,1033.0,5.217227456258412,3.676850605652759,55.80300957592339,1015.0328398384926,75.42126514131898,27.2
Raseinių r. sav.,2014,3,0,23.7,36144.0,1573.0,4.119650067294751,2.062180349932705,58.6121045392022,1014.786137281292,78.77388963660835,35.8
Kauno apskritis,2014,3,5,29.7,588618.0,8087.0,5.217227456258412,3.676850605652759,55.80300957592339,1015.0328398384926,75.42126514131898,27.2
Klaipėdos m. sav.,2014,3,1,19.8,158074.0,98.0,3.831763122476447,2.109152086137281,54.7883008356546,1014.8751009421264,83.89905787348587,52.9
Klaipėdos r. sav.,2014,3,0,26.0,50524.0,1323.0,3.831763122476447,2.109152086137281,54.7883008356546,1014.8751009421264,83.89905787348587,52.9
Kretingos r. sav.,2014,3,0,34.6,40222.0,989.0,3.831763122476447,2.109152086137281,54.7883008356546,1014.8751009421264,83.89905787348587,52.9
Neringos sav.,2014,3,0,82.5,2722.0,139.0,3.9253028263795424,1.909421265141319,53.394922425952046,1015.0900403768508,83.34993270524899,59.8
Palangos m. sav.,2014,3,0,40.0,15442.0,79.0,3.831763122476447,2.109152086137281,54.7883008356546,1014.8751009421264,83.89905787348587,52.9
Šilutės r. sav.,2014,3,1,42.2,42870.0,1682.0,4.44764468371467,2.679676985195155,56.89133425034388,1015.1184387617766,81.52759084791386,59.0
Skuodo r. sav.,2014,3,0,10.6,19077.0,911.0,3.791251682368775,1.8374158815612385,56.943820224719104,1014.6395693135936,77.99057873485869,56.7
Klaipėdos apskritis,2014,3,2,26.5,328931.0,5222.0,3.831763122476447,2.109152086137281,54.7883008356546,1014.8751009421264,83.89905787348587,52.9
Marijampolės r. sav.,2014,3,0,,,,5.026110363391656,3.6356662180349937,55.511080332409975,1015.2590847913864,77.07806191117093,42.6
Šakių r. sav.,2014,3,1,23.0,31186.0,1454.0,5.026110363391656,3.6356662180349937,55.511080332409975,1015.2590847913864,77.07806191117093,42.6
Vilkaviškio r. sav.,2014,3,0,11.0,40563.0,1262.0,5.026110363391656,3.6356662180349937,55.511080332409975,1015.2590847913864,77.07806191117093,42.6
Marijampolės apskritis,2014,3,1,22.0,155001.0,4465.0,5.026110363391656,3.6356662180349937,55.511080332409975,1015.2590847913864,77.07806191117093,42.6
Biržų r. sav.,2014,3,1,27.2,26676.0,1476.0,4.128667563930013,2.644549125168237,57.49132947976879,1014.2637954239568,80.1157469717362,43.2
Kupiškio r. sav.,2014,3,1,29.4,19155.0,1080.0,4.532166890982504,2.968236877523553,56.16781292984869,1014.5619111709286,74.42395693135936,33.2
Panevėžio r. sav.,2014,3,0,34.9,37625.0,2177.0,4.532166890982504,2.968236877523553,56.16781292984869,1014.5619111709286,74.42395693135936,33.2
Panevėžio m. sav.,2014,3,0,2.1,96640.0,50.0,4.532166890982504,2.968236877523553,56.16781292984869,1014.5619111709286,74.42395693135936,33.2
Pasvalio r. sav.,2014,3,0,17.0,26883.0,1289.0,4.128667563930013,2.644549125168237,57.49132947976879,1014.2637954239568,80.1157469717362,43.2
Rokiškio r. sav.,2014,3,0,29.2,33227.0,1806.0,4.623149394347241,3.564872139973082,57.92732166890983,1014.5099596231494,71.442799461642,40.3
Panevėžio apskritis,2014,3,2,28.2,240206.0,7878.0,4.128667563930013,2.644549125168237,57.49132947976879,1014.2637954239568,80.1157469717362,43.2
Akmenės r. sav.,2014,3,0,32.4,21897.0,844.0,3.791251682368775,1.8374158815612385,56.943820224719104,1014.6395693135936,77.99057873485869,56.7
Joniškio r. sav.,2014,3,0,20.2,24607.0,1152.0,4.304576043068641,2.989905787348587,55.54533152909337,1014.5509433962264,74.59353970390309,42.9
Kelmės r. sav.,2014,3,0,31.4,30610.0,1705.0,4.119650067294751,2.062180349932705,58.6121045392022,1014.786137281292,78.77388963660835,35.8
Radviliškio r. sav.,2014,3,2,25.7,40029.0,1634.0,4.304576043068641,2.989905787348587,55.54533152909337,1014.5509433962264,74.59353970390309,42.9
Šiaulių m. sav.,2014,3,1,5.6,105298.0,82.0,4.304576043068641,2.989905787348587,55.54533152909337,1014.5509433962264,74.59353970390309,42.9
Šiaulių r. sav.,2014,3,0,34.9,42337.0,1806.0,4.304576043068641,2.989905787348587,55.54533152909337,1014.5509433962264,74.59353970390309,42.9
Šiaulių apskritis,2014,3,3,27.6,286925.0,8537.0,4.304576043068641,2.989905787348587,55.54533152909337,1014.5509433962264,74.59353970390309,42.9
Jurbarko r. sav.,2014,3,0,38.0,28821.0,1506.0,4.119650067294751,2.062180349932705,58.6121045392022,1014.786137281292,78.77388963660835,35.8
Šilalės r. sav.,2014,3,0,28.5,25451.0,1188.0,3.691655450874832,1.2449528936742935,57.17069701280228,1014.85666218035,80.84387617765815,51.1
Tauragės r. sav.,2014,3,0,38.7,42045.0,1179.0,3.691655450874832,1.2449528936742935,57.17069701280228,1014.85666218035,80.84387617765815,51.1
Tauragės apskritis,2014,3,0,33.1,105356.0,4408.0,3.691655450874832,1.2449528936742935,57.17069701280228,1014.85666218035,80.84387617765815,51.1
Mažeikių r. sav.,2014,3,0,29.5,56449.0,1220.0,3.791251682368775,1.8374158815612385,56.943820224719104,1014.6395693135936,77.99057873485869,56.7
Plungės r. sav.,2014,3,0,36.1,36945.0,1105.0,3.791251682368775,1.8374158815612385,56.943820224719104,1014.6395693135936,77.99057873485869,56.7
Telšių r. sav.,2014,3,1,35.2,44995.0,1439.0,3.791251682368775,1.8374158815612385,56.943820224719104,1014.6395693135936,77.99057873485869,56.7
Telšių apskritis,2014,3,1,36.3,146688.0,4349.0,3.791251682368775,1.8374158815612385,56.943820224719104,1014.6395693135936,77.99057873485869,56.7
Anykščių r. sav.,2014,3,1,32.6,27112.0,1764.0,4.623149394347241,3.564872139973082,57.92732166890983,1014.5099596231494,71.442799461642,40.3
Ignalinos r. sav.,2014,3,0,36.3,17319.0,1441.0,3.9973082099596233,2.3884253028263798,55.198358413132695,1014.4985195154778,72.12382234185733,36.2
Molėtų r. sav.,2014,3,0,31.3,19669.0,1367.0,4.623149394347241,3.564872139973082,57.92732166890983,1014.5099596231494,71.442799461642,40.3
