name,year,month,infection,forest cover,population,area,oro_temp,juntamoji_temp,debesuotumas,slegis_juros_lyg,santyk_oro_dregme,kritutliu_kiekis
Šalčininkų r. sav.,2013,10,2,48.0,33909.0,1493.0,8.006056527590848,7.618977119784656,16.919354838709676,1019.200134408602,84.62314939434724,39.8
Širvintų r. sav.,2013,10,5,33.2,16938.0,905.0,8.574865591397849,8.294623655913979,75.08044382801664,1018.4881720430106,82.98790322580645,36.4
Švenčionių r. sav.,2013,10,1,60.2,26926.0,1691.0,7.573387096774194,7.244758064516129,77.85144429160935,1018.450940860215,84.40994623655914,37.0
Trakų r. sav.,2013,10,9,49.8,33946.0,1207.0,8.006056527590848,7.618977119784656,16.919354838709676,1019.200134408602,84.62314939434724,39.8
Ukmergės r. sav.,2013,10,11,32.4,38561.0,1395.0,8.574865591397849,8.294623655913979,75.08044382801664,1018.4881720430106,82.98790322580645,36.4
Vilniaus r. sav.,2013,10,8,41.6,94358.0,2129.0,8.006056527590848,7.618977119784656,16.919354838709676,1019.200134408602,84.62314939434724,39.8
Vilniaus m. sav.,2013,10,121,34.6,534619.0,400.0,8.006056527590848,7.618977119784656,16.919354838709676,1019.200134408602,84.62314939434724,39.8
Vilniaus apskritis,2013,10,157,44.0,803673.0,9730.0,8.006056527590848,7.618977119784656,16.919354838709676,1019.200134408602,84.62314939434724,39.8
Alytaus r. sav.,2013,11,1,25.0,27713.0,1403.0,4.618055555555555,3.753611111111111,73.29657228017884,1013.1561111111112,89.2625,67.0
Alytaus m. sav.,2013,11,1,32.5,57978.0,39.0,4.618055555555555,3.753611111111111,73.29657228017884,1013.1561111111112,89.2625,67.0
Druskininkų sav.,2013,11,2,69.0,21310.0,453.0,4.679305555555556,3.1333333333333333,82.48684210526316,1013.0220833333334,91.97222222222224,45.3
Lazdyjų r.,2013,11,2,,,,4.679305555555556,3.1333333333333333,82.48684210526316,1013.0220833333334,91.97222222222224,45.3
Varėnos r. sav.,2013,11,0,68.7,24562.0,2216.0,4.618055555555555,3.753611111111111,73.29657228017884,1013.1561111111112,89.2625,67.0
Alytaus apskritis,2013,11,6,49.0,153298.0,5418.0,4.618055555555555,3.753611111111111,73.29657228017884,1013.1561111111112,89.2625,67.0
Birštono sav.,2013,11,0,46.0,4472.0,122.0,4.942916666666667,3.388472222222222,82.46861313868614,1012.2884239888424,89.31388888888888,63.1
Jonavos r. sav.,2013,11,2,41.8,45166.0,944.0,4.832361111111111,3.682222222222222,82.00428571428571,1012.1138888888888,87.78611111111111,58.4
Kaišiadorių r. sav.,2013,11,2,32.7,33050.0,1087.0,4.942916666666667,3.388472222222222,82.46861313868614,1012.2884239888424,89.31388888888888,63.1
Kauno m. sav.,2013,11,43,17.7,307662.0,157.0,4.942916666666667,3.388472222222222,82.46861313868614,1012.2884239888424,89.31388888888888,63.1
Kauno r. sav.,2013,11,12,32.5,85777.0,1496.0,4.942916666666667,3.388472222222222,82.46861313868614,1012.2884239888424,89.31388888888888,63.1
Kėdainių r. sav.,2013,11,3,25.1,52162.0,1677.0,4.792997198879552,3.763305322128852,5.031700288184438,1011.9333333333334,90.1344537815126,46.7
Prienų r. sav.,2013,11,3,27.8,29011.0,1033.0,4.942916666666667,3.388472222222222,82.46861313868614,1012.2884239888424,89.31388888888888,63.1
Raseinių r. sav.,2013,11,4,23.4,36529.0,1573.0,4.471388888888889,2.8969444444444448,83.43222891566265,1011.6155555555556,91.06944444444444,69.0
Kauno apskritis,2013,11,69,29.6,593829.0,8087.0,4.942916666666667,3.388472222222222,82.46861313868614,1012.2884239888424,89.31388888888888,63.1
Klaipėdos m. sav.,2013,11,4,19.9,158883.0,98.0,6.612222222222223,6.229583333333333,80.81741573033707,1010.9225,85.09444444444445,72.4
Klaipėdos r. sav.,2013,11,0,26.0,50913.0,1323.0,6.612222222222223,6.229583333333333,80.81741573033707,1010.9225,85.09444444444445,72.4
Kretingos r. sav.,2013,11,4,34.6,40609.0,989.0,6.612222222222223,6.229583333333333,80.81741573033707,1010.9225,85.09444444444445,72.4
Neringos sav.,2013,11,0,83.0,2692.0,139.0,6.765833333333333,6.193333333333333,77.47331460674157,1011.3368055555557,83.25694444444444,72.5
Palangos m. sav.,2013,11,0,40.0,15390.0,79.0,6.612222222222223,6.229583333333333,80.81741573033707,1010.9225,85.09444444444445,72.4
Šilutės r. sav.,2013,11,1,22.4,43444.0,1682.0,5.669305555555556,4.804583333333333,78.42532005689901,1011.4768055555556,89.07083333333334,81.5
Skuodo r. sav.,2013,11,0,20.0,19564.0,911.0,4.717083333333334,3.5216666666666665,78.6030534351145,1010.8817802503476,89.51388888888889,56.1
Klaipėdos apskritis,2013,11,9,26.5,331495.0,5222.0,6.612222222222223,6.229583333333333,80.81741573033707,1010.9225,85.09444444444445,72.4
Marijampolės r. sav.,2013,11,4,,,,5.313611111111111,4.084722222222222,81.48260869565217,1012.310277777778,88.83888888888889,48.6
Šakių r. sav.,2013,11,0,22.9,31602.0,1454.0,5.313611111111111,4.084722222222222,81.48260869565217,1012.310277777778,88.83888888888889,48.6
Vilkaviškio r. sav.,2013,11,1,11.0,41234.0,1262.0,5.313611111111111,4.084722222222222,81.48260869565217,1012.310277777778,88.83888888888889,48.6
Marijampolės apskritis,2013,11,5,21.9,157011.0,4465.0,5.313611111111111,4.084722222222222,81.48260869565217,1012.310277777778,88.83888888888889,48.6
Biržų r. sav.,2013,11,0,27.1,27147.0,1476.0,4.568194444444444,3.516944444444444,80.88778877887789,1011.0489568845618,94.38888888888889,61.8
Kupiškio r. sav.,2013,11,1,29.4,19472.0,1080.0,4.4975,3.218472222222222,80.62852897473996,1011.5651388888888,89.85416666666667,64.5
Panevėžio r. sav.,2013,11,0,34.8,37968.0,2177.0,4.4975,3.218472222222222,80.62852897473996,1011.5651388888888,89.85416666666667,64.5
Panevėžio m. sav.,2013,11,4,2.2,97454.0,50.0,4.4975,3.218472222222222,80.62852897473996,1011.5651388888888,89.85416666666667,64.5
Pasvalio r. sav.,2013,11,0,17.0,27312.0,1289.0,4.568194444444444,3.516944444444444,80.88778877887789,1011.0489568845618,94.38888888888889,61.8
Rokiškio r. sav.,2013,11,7,29.1,33670.0,1806.0,4.594444444444444,3.707777777777778,86.40231548480463,1011.8793055555556,87.84166666666667,55.9
Panevėžio apskritis,2013,11,12,28.2,243023.0,7878.0,4.568194444444444,3.516944444444444,80.88778877887789,1011.0489568845618,94.38888888888889,61.8
Akmenės r. sav.,2013,11,1,32.4,22288.0,844.0,4.717083333333334,3.5216666666666665,78.6030534351145,1010.8817802503476,89.51388888888889,56.1
Joniškio r. sav.,2013,11,0,20.2,25047.0,1152.0,5.020416666666667,4.083055555555556,77.64904552129222,1011.042757660167,88.08055555555555,63.1
Kelmės r. sav.,2013,11,5,31.3,31218.0,1705.0,4.471388888888889,2.8969444444444448,83.43222891566265,1011.6155555555556,91.06944444444444,69.0
Radviliškio r. sav.,2013,11,2,25.7,40658.0,1634.0,5.020416666666667,4.083055555555556,77.64904552129222,1011.042757660167,88.08055555555555,63.1
Šiaulių m. sav.,2013,11,5,5.6,106340.0,82.0,5.020416666666667,4.083055555555556,77.64904552129222,1011.042757660167,88.08055555555555,63.1
Šiaulių r. sav.,2013,11,3,34.9,42789.0,1806.0,5.020416666666667,4.083055555555556,77.64904552129222,1011.042757660167,88.08055555555555,63.1
Šiaulių apskritis,2013,11,17,27.6,290943.0,8537.0,5.020416666666667,4.083055555555556,77.64904552129222,1011.042757660167,88.08055555555555,63.1
Jurbarko r. sav.,2013,11,1,38.1,29274.0,1506.0,4.471388888888889,2.8969444444444448,83.43222891566265,1011.6155555555556,91.06944444444444,69.0
Šilalės r. sav.,2013,11,0,28.4,25716.0,1188.0,4.467548746518106,2.886768802228412,79.30225563909775,1011.3111111111112,91.54444444444444,82.3
Tauragės r. sav.,2013,11,6,38.4,42586.0,1179.0,4.467548746518106,2.886768802228412,79.30225563909775,1011.3111111111112,91.54444444444444,82.3
Tauragės apskritis,2013,11,7,33.0,106748.0,4408.0,4.467548746518106,2.886768802228412,79.30225563909775,1011.3111111111112,91.54444444444444,82.3
Mažeikių r. sav.,2013,11,7,29.5,56949.0,1220.0,4.717083333333334,3.5216666666666665,78.6030534351145,1010.8817802503476,89.51388888888889,56.1
Plungės r. sav.,2013,11,1,36.0,37256.0,1105.0,4.717083333333334,3.5216666666666665,78.6030534351145,1010.8817802503476,89.51388888888889,56.1
Telšių r. sav.,2013,11,5,35.2,45669.0,1439.0,4.717083333333334,3.5216666666666665,78.6030534351145,1010.8817802503476,89.51388888888889,56.1
Telšių apskritis,2013,11,13,36.3,148302.0,4349.0,4.717083333333334,3.5216666666666665,78.6030534351145,1010.8817802503476,89.51388888888889,56.1
Anykščių r. sav.,2013,11,4,32.4,27629.0,1764.0,4.594444444444444,3.707777777777778,86.40231548480463,1011.8793055555556,87.84166666666667,55.9
Ignalinos r. sav.,2013,11,0,36.0,17629.0,1441.0,3.9501388888888886,2.642916666666667,84.74591381872214,1012.0052777777778,89.75833333333334,53.6
Molėtų r. sav.,2013,11,1,31.2,20055.0,1367.0,4.594444444444444,3.707777777777778,86.40231548480463,1011.8793055555556,87.84166666666667,55.9
Utenos r. sav.,2013,11,3,33.2,41843.0,1230.0,4.594444444444444,3.707777777777778,86.40231548480463,1011.8793055555556,87.84166666666667,55.9
Visagino sav.,2013,11,1,57.6,21401.0,58.0,3.9501388888888886,2.642916666666667,84.74591381872214,1012.0052777777778,89.75833333333334,53.6
Zarasų r. sav.,2013,11,2,37.2,17758.0,1331.0,3.9501388888888886,2.642916666666667,84.74591381872214,1012.0052777777778,89.75833333333334,53.6
Utenos apskritis,2013,11,11,34.1,146315.0,7191.0,4.594444444444444,3.707777777777778,86.40231548480463,1011.8793055555556,87.84166666666667,55.9
Šalčininkų r. sav.,2013,11,0,48.0,33909.0,1493.0,4.340694444444445,3.0341666666666667,86.59670164917542,1012.8640277777778,91.60277777777776,67.6
Širvintų r. sav.,2013,11,1,33.2,16938.0,905.0,4.832361111111111,3.682222222222222,82.00428571428571,1012.1138888888888,87.78611111111111,58.4
Švenčionių r. sav.,2013,11,1,60.2,26926.0,1691.0,3.9501388888888886,2.642916666666667,84.74591381872214,1012.0052777777778,89.75833333333334,53.6
Trakų r. sav.,2013,11,5,49.8,33946.0,1207.0,4.340694444444445,3.0341666666666667,86.59670164917542,1012.8640277777778,91.60277777777776,67.6
Ukmergės r. sav.,2013,11,6,32.4,38561.0,1395.0,4.832361111111111,3.682222222222222,82.00428571428571,1012.1138888888888,87.78611111111111,58.4
Vilniaus r. sav.,2013,11,6,41.6,94358.0,2129.0,4.340694444444445,3.0341666666666667,86.59670164917542,1012.8640277777778,91.60277777777776,67.6
Vilniaus m. sav.,2013,11,63,34.6,534619.0,400.0,4.340694444444445,3.0341666666666667,86.59670164917542,1012.8640277777778,91.60277777777776,67.6
Vilniaus apskritis,2013,11,82,44.0,803673.0,9730.0,4.340694444444445,3.0341666666666667,86.59670164917542,1012.8640277777778,91.60277777777776,67.6
Alytaus r. sav.,2013,12,0,25.0,27713.0,1403.0,1.2489247311827958,-1.0634408602150536,78.10148849797022,1017.265188172043,85.74462365591398,37.9
Alytaus m. sav.,2013,12,0,32.5,57978.0,39.0,1.2489247311827958,-1.0634408602150536,78.10148849797022,1017.265188172043,85.74462365591398,37.9
Druskininkų sav.,2013,12,0,69.0,21310.0,453.0,1.2353494623655914,-2.3021505376344087,74.90068027210884,1017.0831989247312,89.24462365591398,38.3
Lazdyjų r.,2013,12,0,,,,1.2353494623655914,-2.3021505376344087,74.90068027210884,1017.0831989247312,89.24462365591398,38.3
Varėnos r. sav.,2013,12,1,68.7,24562.0,2216.0,1.2489247311827958,-1.0634408602150536,78.10148849797022,1017.265188172043,85.74462365591398,37.9
Alytaus apskritis,2013,12,1,49.0,153298.0,5418.0,1.2489247311827958,-1.0634408602150536,78.10148849797022,1017.265188172043,85.74462365591398,37.9
Birštono sav.,2013,12,1,46.0,4472.0,122.0,1.7208333333333332,-1.9131720430107528,72.73296244784423,1015.8371777476256,88.04032258064517,36.4
Jonavos r. sav.,2013,12,3,41.8,45166.0,944.0,1.6655913978494623,-1.277284946236559,77.0822102425876,1015.471370967742,85.52150537634408,39.2
Kaišiadorių r. sav.,2013,12,2,32.7,33050.0,1087.0,1.7208333333333332,-1.9131720430107528,72.73296244784423,1015.8371777476256,88.04032258064517,36.4
Kauno m. sav.,2013,12,16,17.7,307662.0,157.0,1.7208333333333332,-1.9131720430107528,72.73296244784423,1015.8371777476256,88.04032258064517,36.4
Kauno r. sav.,2013,12,6,32.5,85777.0,1496.0,1.7208333333333332,-1.9131720430107528,72.73296244784423,1015.8371777476256,88.04032258064517,36.4
Kėdainių r. sav.,2013,12,1,25.1,52162.0,1677.0,1.7573924731182795,-0.9846774193548388,77.11079943899018,1015.1327956989248,87.71774193548387,36.9
Prienų r. sav.,2013,12,2,27.8,29011.0,1033.0,1.7208333333333332,-1.9131720430107528,72.73296244784423,1015.8371777476256,88.04032258064517,36.4
Raseinių r. sav.,2013,12,1,23.4,36529.0,1573.0,1.4198924731182796,-2.113978494623656,79.29172714078375,1014.8243279569894,89.36559139784946,40.6
Kauno apskritis,2013,12,32,29.6,593829.0,8087.0,1.7208333333333332,-1.9131720430107528,72.73296244784423,1015.8371777476256,88.04032258064517,36.4
Klaipėdos m. sav.,2013,12,3,19.9,158883.0,98.0,3.86733870967742,1.98494623655914,80.8272604588394,1013.8108870967744,85.56989247311827,86.8
Klaipėdos r. sav.,2013,12,0,26.0,50913.0,1323.0,3.86733870967742,1.98494623655914,80.8272604588394,1013.8108870967744,85.56989247311827,86.8
Kretingos r. sav.,2013,12,3,34.6,40609.0,989.0,3.86733870967742,1.98494623655914,80.8272604588394,1013.8108870967744,85.56989247311827,86.8
Neringos sav.,2013,12,0,83.0,2692.0,139.0,3.614516129032258,0.7563172043010753,77.29579375848033,1014.4685483870968,85.51209677419355,78.3
Palangos m. sav.,2013,12,0,40.0,15390.0,79.0,3.86733870967742,1.98494623655914,80.8272604588394,1013.8108870967744,85.56989247311827,86.8
Šilutės r. sav.,2013,12,0,22.4,43444.0,1682.0,2.960483870967742,0.1618279569892473,75.9429347826087,1014.6216397849462,87.68817204301075,75.2
Skuodo r. sav.,2013,12,2,20.0,19564.0,911.0,2.0190860215053763,-1.166263440860215,80.03472222222223,1013.5620967741936,89.77688172043011,91.9
Klaipėdos apskritis,2013,12,8,26.5,331495.0,5222.0,3.86733870967742,1.98494623655914,80.8272604588394,1013.8108870967744,85.56989247311827,86.8
Marijampolės r. sav.,2013,12,1,,,,2.231317204301075,-0.8233870967741935,74.00414937759336,1015.9184139784946,85.97715053763442,37.6
Šakių r. sav.,2013,12,0,22.9,31602.0,1454.0,2.231317204301075,-0.8233870967741935,74.00414937759336,1015.9184139784946,85.97715053763442,37.6
Vilkaviškio r. sav.,2013,12,1,11.0,41234.0,1262.0,2.231317204301075,-0.8233870967741935,74.00414937759336,1015.9184139784946,85.97715053763442,37.6
Marijampolės apskritis,2013,12,2,21.9,157011.0,4465.0,2.231317204301075,-0.8233870967741935,74.00414937759336,1015.9184139784946,85.97715053763442,37.6
Biržų r. sav.,2013,12,0,27.1,27147.0,1476.0,1.6970430107526882,-0.9198924731182796,81.24597364568082,1013.805241935484,93.68413978494624,44.2
Kupiškio r. sav.,2013,12,0,29.4,19472.0,1080.0,1.6580645161290322,-1.4833333333333332,77.45295698924731,1014.5842741935484,87.88440860215054,28.7
Panevėžio r. sav.,2013,12,3,34.8,37968.0,2177.0,1.6580645161290322,-1.4833333333333332,77.45295698924731,1014.5842741935484,87.88440860215054,28.7
Panevėžio m. sav.,2013,12,5,2.2,97454.0,50.0,1.6580645161290322,-1.4833333333333332,77.45295698924731,1014.5842741935484,87.88440860215054,28.7
Pasvalio r. sav.,2013,12,0,17.0,27312.0,1289.0,1.6970430107526882,-0.9198924731182796,81.24597364568082,1013.805241935484,93.68413978494624,44.2
Rokiškio r. sav.,2013,12,4,29.1,33670.0,1806.0,1.3935483870967742,-1.0487903225806452,83.08602150537635,1015.1043010752688,85.22043010752688,35.1
Panevėžio apskritis,2013,12,12,28.2,243023.0,7878.0,1.6970430107526882,-0.9198924731182796,81.24597364568082,1013.805241935484,93.68413978494624,44.2
Akmenės r. sav.,2013,12,1,32.4,22288.0,844.0,2.0190860215053763,-1.166263440860215,80.03472222222223,1013.5620967741936,89.77688172043011,91.9
Joniškio r. sav.,2013,12,0,20.2,25047.0,1152.0,2.145564516129032,-0.5428763440860215,80.50945945945946,1013.8538978494624,87.99596774193549,34.5
Kelmės r. sav.,2013,12,0,31.3,31218.0,1705.0,1.4198924731182796,-2.113978494623656,79.29172714078375,1014.8243279569894,89.36559139784946,40.6
Radviliškio r. sav.,2013,12,1,25.7,40658.0,1634.0,2.145564516129032,-0.5428763440860215,80.50945945945946,1013.8538978494624,87.99596774193549,34.5
Šiaulių m. sav.,2013,12,4,5.6,106340.0,82.0,2.145564516129032,-0.5428763440860215,80.50945945945946,1013.8538978494624,87.99596774193549,34.5
Šiaulių r. sav.,2013,12,2,34.9,42789.0,1806.0,2.145564516129032,-0.5428763440860215,80.50945945945946,1013.8538978494624,87.99596774193549,34.5
Šiaulių apskritis,2013,12,11,27.6,290943.0,8537.0,2.145564516129032,-0.5428763440860215,80.50945945945946,1013.8538978494624,87.99596774193549,34.5
Jurbarko r. sav.,2013,12,0,38.1,29274.0,1506.0,1.4198924731182796,-2.113978494623656,79.29172714078375,1014.8243279569894,89.36559139784946,40.6
Šilalės r. sav.,2013,12,0,28.4,25716.0,1188.0,1.5830645161290322,-2.3725806451612903,79.94211287988422,1014.316129032258,92.10349462365592,74.5
Tauragės r. sav.,2013,12,2,38.4,42586.0,1179.0,1.5830645161290322,-2.3725806451612903,79.94211287988422,1014.316129032258,92.10349462365592,74.5
Tauragės apskritis,2013,12,2,33.0,106748.0,4408.0,1.5830645161290322,-2.3725806451612903,79.94211287988422,1014.316129032258,92.10349462365592,74.5
Mažeikių r. sav.,2013,12,0,29.5,56949.0,1220.0,2.0190860215053763,-1.166263440860215,80.03472222222223,1013.5620967741936,89.77688172043011,91.9
Plungės r. sav.,2013,12,0,36.0,37256.0,1105.0,2.0190860215053763,-1.166263440860215,80.03472222222223,1013.5620967741936,89.77688172043011,91.9
Telšių r. sav.,2013,12,5,35.2,45669.0,1439.0,2.0190860215053763,-1.166263440860215,80.03472222222223,1013.5620967741936,89.77688172043011,91.9
Telšių apskritis,2013,12,5,36.3,148302.0,4349.0,2.0190860215053763,-1.166263440860215,80.03472222222223,1013.5620967741936,89.77688172043011,91.9
Anykščių r. sav.,2013,12,2,32.4,27629.0,1764.0,1.3935483870967742,-1.0487903225806452,83.08602150537635,1015.1043010752688,85.22043010752688,35.1
Ignalinos r. sav.,2013,12,0,36.0,17629.0,1441.0,0.7220430107526883,-2.463978494623656,84.91081081081082,1015.2221774193548,87.52822580645162,31.1
Molėtų r. sav.,2013,12,0,31.2,20055.0,1367.0,1.3935483870967742,-1.0487903225806452,83.08602150537635,1015.1043010752688,85.22043010752688,35.1
Utenos r. sav.,2013,12,3,33.2,41843.0,1230.0,1.3935483870967742,-1.0487903225806452,83.08602150537635,1015.1043010752688,85.22043010752688,35.1
Visagino sav.,2013,12,0,57.6,21401.0,58.0,0.7220430107526883,-2.463978494623656,84.91081081081082,1015.2221774193548,87.52822580645162,31.1
Zarasų r. sav.,2013,12,1,37.2,17758.0,1331.0,0.7220430107526883,-2.463978494623656,84.91081081081082,1015.2221774193548,87.52822580645162,31.1
Utenos apskritis,2013,12,6,34.1,146315.0,7191.0,1.3935483870967742,-1.0487903225806452,83.08602150537635,1015.1043010752688,85.22043010752688,35.1
Šalčininkų r. sav.,2013,12,0,48.0,33909.0,1493.0,0.882258064516129,-2.668010752688172,81.64060356652949,1016.7173387096774,89.03897849462365,44.6
Širvintų r. sav.,2013,12,2,33.2,16938.0,905.0,1.6655913978494623,-1.277284946236559,77.0822102425876,1015.471370967742,85.52150537634408,39.2
Švenčionių r. sav.,2013,12,1,60.2,26926.0,1691.0,0.7220430107526883,-2.463978494623656,84.91081081081082,1015.2221774193548,87.52822580645162,31.1
Trakų r. sav.,2013,12,1,49.8,33946.0,1207.0,0.882258064516129,-2.668010752688172,81.64060356652949,1016.7173387096774,89.03897849462365,44.6
Ukmergės r. sav.,2013,12,0,32.4,38561.0,1395.0,1.6655913978494623,-1.277284946236559,77.0822102425876,1015.471370967742,85.52150537634408,39.2
Vilniaus r. sav.,2013,12,1,41.6,94358.0,2129.0,0.882258064516129,-2.668010752688172,81.64060356652949,1016.7173387096774,89.03897849462365,44.6
Vilniaus m. sav.,2013,12,33,34.6,534619.0,400.0,0.882258064516129,-2.668010752688172,81.64060356652949,1016.7173387096774,89.03897849462365,44.6
Vilniaus apskritis,2013,12,38,44.0,803673.0,9730.0,0.882258064516129,-2.668010752688172,81.64060356652949,1016.7173387096774,89.03897849462365,44.6
Alytaus r. sav.,2014,1,0,25.0,27410.0,1403.0,-6.072849462365591,-9.560887096774191,68.33198924731182,1019.3147849462364,78.02688172043011,53.4
Alytaus m. sav.,2014,1,1,32.5,57520.0,39.0,-6.072849462365591,-9.560887096774191,68.33198924731182,1019.3147849462364,78.02688172043011,53.4
Druskininkų sav.,2014,1,0,69.1,21135.0,453.0,-5.572311827956989,-9.87755376344086,70.28043775649795,1018.56061827957,81.51612903225806,57.4
Lazdyjų r.,2014,1,0,,,,-5.572311827956989,-9.87755376344086,70.28043775649795,1018.56061827957,81.51612903225806,57.4
Varėnos r. sav.,2014,1,0,68.7,24193.0,2216.0,-6.072849462365591,-9.560887096774191,68.33198924731182,1019.3147849462364,78.02688172043011,53.4
Alytaus apskritis,2014,1,1,49.1,151648.0,5418.0,-6.072849462365591,-9.560887096774191,68.33198924731182,1019.3147849462364,78.02688172043011,53.4
Birštono sav.,2014,1,1,47.1,4399.0,122.0,-5.260887096774193,-9.73239247311828,60.727407407407405,1019.2131656804734,82.00672043010752,53.2
Jonavos r. sav.,2014,1,1,41.8,44636.0,944.0,-5.925268817204301,-9.987634408602151,57.19623655913978,1019.4638440860216,77.74059139784946,42.3
Kaišiadorių r. sav.,2014,1,3,32.8,32608.0,1087.0,-5.260887096774193,-9.73239247311828,60.727407407407405,1019.2131656804734,82.00672043010752,53.2
Kauno m. sav.,2014,1,7,17.7,305111.0,157.0,-5.260887096774193,-9.73239247311828,60.727407407407405,1019.2131656804734,82.00672043010752,53.2
Kauno r. sav.,2014,1,1,32.5,85893.0,1496.0,-5.260887096774193,-9.73239247311828,60.727407407407405,1019.2131656804734,82.00672043010752,53.2
Kėdainių r. sav.,2014,1,1,25.1,51297.0,1677.0,-5.738709677419355,-10.416397849462363,62.03830369357045,1019.1255376344086,81.48118279569893,36.6
Prienų r. sav.,2014,1,0,27.7,28530.0,1033.0,-5.260887096774193,-9.73239247311828,60.727407407407405,1019.2131656804734,82.00672043010752,53.2
Raseinių r. sav.,2014,1,0,23.7,36144.0,1573.0,-5.879435483870968,-11.961424731182795,64.7866108786611,1018.4173387096774,83.06048387096774,42.4
Kauno apskritis,2014,1,14,29.7,588618.0,8087.0,-5.260887096774193,-9.73239247311828,60.727407407407405,1019.2131656804734,82.00672043010752,53.2
Klaipėdos m. sav.,2014,1,1,19.8,158074.0,98.0,-4.024596774193548,-8.233198924731182,65.30832196452933,1016.7772849462366,78.74596774193549,54.8
Klaipėdos r. sav.,2014,1,0,26.0,50524.0,1323.0,-4.024596774193548,-8.233198924731182,65.30832196452933,1016.7772849462366,78.74596774193549,54.8
Kretingos r. sav.,2014,1,2,34.6,40222.0,989.0,-4.024596774193548,-8.233198924731182,65.30832196452933,1016.7772849462366,78.74596774193549,54.8
Neringos sav.,2014,1,0,82.5,2722.0,139.0,-3.5830645161290327,-9.993279569892474,65.18826739427013,1016.774865591398,79.93951612903226,59.6
Palangos m. sav.,2014,1,0,40.0,15442.0,79.0,-4.024596774193548,-8.233198924731182,65.30832196452933,1016.7772849462366,78.74596774193549,54.8
Šilutės r. sav.,2014,1,1,42.2,42870.0,1682.0,-4.025672043010752,-8.938575268817205,66.6765899864682,1017.0974462365592,79.70698924731182,53.8
Skuodo r. sav.,2014,1,0,10.6,19077.0,911.0,-6.03991935483871,-10.582258064516129,61.2695530726257,1018.0938172043012,84.43145161290323,59.9
Klaipėdos apskritis,2014,1,4,26.5,328931.0,5222.0,-4.024596774193548,-8.233198924731182,65.30832196452933,1016.7772849462366,78.74596774193549,54.8
Marijampolės r. sav.,2014,1,0,,,,-5.204435483870967,-9.549193548387096,69.18724559023066,1017.8693548387098,80.84139784946237,50.8
Šakių r. sav.,2014,1,0,23.0,31186.0,1454.0,-5.204435483870967,-9.549193548387096,69.18724559023066,1017.8693548387098,80.84139784946237,50.8
Vilkaviškio r. sav.,2014,1,0,11.0,40563.0,1262.0,-5.204435483870967,-9.549193548387096,69.18724559023066,1017.8693548387098,80.84139784946237,50.8
Marijampolės apskritis,2014,1,0,22.0,155001.0,4465.0,-5.204435483870967,-9.549193548387096,69.18724559023066,1017.8693548387098,80.84139784946237,50.8
Biržų r. sav.,2014,1,0,27.2,26676.0,1476.0,-6.10255376344086,-10.101881720430107,57.7977369165488,1019.4342428376536,87.62768817204301,40.4
Kupiškio r. sav.,2014,1,1,29.4,19155.0,1080.0,-5.892069892473118,-9.791532258064516,54.23783783783784,1019.3395161290322,80.55779569892474,37.5
Panevėžio r. sav.,2014,1,3,34.9,37625.0,2177.0,-5.892069892473118,-9.791532258064516,54.23783783783784,1019.3395161290322,80.55779569892474,37.5
Panevėžio m. sav.,2014,1,2,2.1,96640.0,50.0,-5.892069892473118,-9.791532258064516,54.23783783783784,1019.3395161290322,80.55779569892474,37.5
Pasvalio r. sav.,2014,1,0,17.0,26883.0,1289.0,-6.10255376344086,-10.101881720430107,57.7977369165488,1019.4342428376536,87.62768817204301,40.4
Rokiškio r. sav.,2014,1,2,29.2,33227.0,1806.0,-6.447849462365591,-9.86518817204301,59.98515519568152,1019.941129032258,78.52822580645162,43.4
Panevėžio apskritis,2014,1,8,28.2,240206.0,7878.0,-6.10255376344086,-10.101881720430107,57.7977369165488,1019.4342428376536,87.62768817204301,40.4
Akmenės r. sav.,2014,1,0,32.4,21897.0,844.0,-6.03991935483871,-10.582258064516129,61.2695530726257,1018.0938172043012,84.43145161290323,59.9
Joniškio r. sav.,2014,1,0,20.2,24607.0,1152.0,-6.083467741935484,-9.45766129032258,60.92749658002736,1018.8349932705248,83.16129032258064,31.8
Kelmės r. sav.,2014,1,0,31.4,30610.0,1705.0,-5.879435483870968,-11.961424731182795,64.7866108786611,1018.4173387096774,83.06048387096774,42.4
Radviliškio r. sav.,2014,1,0,25.7,40029.0,1634.0,-6.083467741935484,-9.45766129032258,60.92749658002736,1018.8349932705248,83.16129032258064,31.8
Šiaulių m. sav.,2014,1,2,5.6,105298.0,82.0,-6.083467741935484,-9.45766129032258,60.92749658002736,1018.8349932705248,83.16129032258064,31.8
Šiaulių r. sav.,2014,1,0,34.9,42337.0,1806.0,-6.083467741935484,-9.45766129032258,60.92749658002736,1018.8349932705248,83.16129032258064,31.8
Šiaulių apskritis,2014,1,3,27.6,286925.0,8537.0,-6.083467741935484,-9.45766129032258,60.92749658002736,1018.8349932705248,83.16129032258064,31.8
Jurbarko r. sav.,2014,1,0,38.0,28821.0,1506.0,-5.879435483870968,-11.961424731182795,64.7866108786611,1018.4173387096774,83.06048387096774,42.4
Šilalės r. sav.,2014,1,0,28.5,25451.0,1188.0,-5.765994623655914,-12.197043010752688,62.83309759547383,1017.7602150537634,83.82123655913979,57.6
