,name,year,month,infection,forest cover,population
8005,Akmenės r. sav.,2014,11,2,32.4,21897.0
8006,Joniškio r. sav.,2014,11,0,20.2,24607.0
8007,Kelmės r. sav.,2014,11,2,31.4,30610.0
8008,Radviliškio r. sav.,2014,11,1,25.7,40029.0
8009,Šiaulių m. sav.,2014,11,6,5.6,105298.0
8010,Šiaulių r. sav.,2014,11,2,34.9,42337.0
8011,Šiaulių apskritis,2014,11,14,27.6,286925.0
8012,Jurbarko r. sav.,2014,11,0,38.0,28821.0
8013,Šilalės r. sav.,2014,11,1,28.5,25451.0
8014,Tauragės r. sav.,2014,11,3,38.7,42045.0
8015,Tauragės apskritis,2014,11,4,33.1,105356.0
8016,Mažeikių r. sav.,2014,11,1,29.5,56449.0
8017,Plungės r. sav.,2014,11,3,36.1,36945.0
8018,Telšių r. sav.,2014,11,5,35.2,44995.0
8019,Telšių apskritis,2014,11,9,36.3,146688.0
8020,Anykščių r. sav.,2014,11,2,32.6,27112.0
8021,Ignalinos r. sav.,2014,11,1,36.3,17319.0
8022,Molėtų r. sav.,2014,11,0,31.3,19669.0
8023,Utenos r. sav.,2014,11,2,33.4,41223.0
8024,Visagino sav.,2014,11,2,58.0,21126.0
8025,Zarasų r. sav.,2014,11,0,37.3,17409.0
8026,Utenos apskritis,2014,11,7,34.3,143858.0
8027,Šalčininkų r. sav.,2014,11,0,48.0,33420.0
8028,Širvintų r. sav.,2014,11,0,33.3,16645.0
8029,Švenčionių r. sav.,2014,11,3,60.3,26346.0
8030,Trakų r. sav.,2014,11,3,49.9,33447.0
8031,Ukmergės r. sav.,2014,11,6,32.5,37898.0
8032,Vilniaus r. sav.,2014,11,5,41.6,93422.0
8033,Vilniaus m. sav.,2014,11,44,34.6,535362.0
8034,Vilniaus apskritis,2014,11,61,44.0,800631.0
8035,Alytaus r. sav.,2014,12,0,25.0,27410.0
8036,Alytaus m. sav.,2014,12,0,32.5,57520.0
8037,Druskininkų sav.,2014,12,0,69.1,21135.0
8038,Lazdyjų r.,2014,12,0,,
8039,Varėnos r. sav.,2014,12,0,68.7,24193.0
8040,Alytaus apskritis,2014,12,0,49.1,151648.0
8041,Birštono sav.,2014,12,0,47.1,4399.0
8042,Jonavos r. sav.,2014,12,2,41.8,44636.0
8043,Kaišiadorių r. sav.,2014,12,0,32.8,32608.0
8044,Kauno m. sav.,2014,12,7,17.7,305111.0
8045,Kauno r. sav.,2014,12,3,32.5,85893.0
8046,Kėdainių r. sav.,2014,12,1,25.1,51297.0
8047,Prienų r. sav.,2014,12,2,27.7,28530.0
8048,Raseinių r. sav.,2014,12,1,23.7,36144.0
8049,Kauno apskritis,2014,12,16,29.7,588618.0
8050,Klaipėdos m. sav.,2014,12,1,19.8,158074.0
8051,Klaipėdos r. sav.,2014,12,2,26.0,50524.0
8052,Kretingos r. sav.,2014,12,0,34.6,40222.0
8053,Neringos sav.,2014,12,0,82.5,2722.0
8054,Palangos m. sav.,2014,12,0,40.0,15442.0
8055,Šilutės r. sav.,2014,12,2,42.2,42870.0
8056,Skuodo r. sav.,2014,12,0,10.6,19077.0
8057,Klaipėdos apskritis,2014,12,5,26.5,328931.0
8058,Marijampolės r. sav.,2014,12,1,,
8059,Šakių r. sav.,2014,12,0,23.0,31186.0
8060,Vilkaviškio r. sav.,2014,12,2,11.0,40563.0
8061,Marijampolės apskritis,2014,12,3,22.0,155001.0
8062,Biržų r. sav.,2014,12,2,27.2,26676.0
8063,Kupiškio r. sav.,2014,12,1,29.4,19155.0
8064,Panevėžio r. sav.,2014,12,3,34.9,37625.0
8065,Panevėžio m. sav.,2014,12,6,2.1,96640.0
8066,Pasvalio r. sav.,2014,12,1,17.0,26883.0
8067,Rokiškio r. sav.,2014,12,2,29.2,33227.0
8068,Panevėžio apskritis,2014,12,15,28.2,240206.0
8069,Akmenės r. sav.,2014,12,0,32.4,21897.0
8070,Joniškio r. sav.,2014,12,0,20.2,24607.0
8071,Kelmės r. sav.,2014,12,0,31.4,30610.0
8072,Radviliškio r. sav.,2014,12,1,25.7,40029.0
8073,Šiaulių m. sav.,2014,12,6,5.6,105298.0
8074,Šiaulių r. sav.,2014,12,1,34.9,42337.0
8075,Šiaulių apskritis,2014,12,10,27.6,286925.0
8076,Jurbarko r. sav.,2014,12,0,38.0,28821.0
8077,Šilalės r. sav.,2014,12,0,28.5,25451.0
8078,Tauragės r. sav.,2014,12,2,38.7,42045.0
8079,Tauragės apskritis,2014,12,2,33.1,105356.0
8080,Mažeikių r. sav.,2014,12,2,29.5,56449.0
8081,Plungės r. sav.,2014,12,3,36.1,36945.0
8082,Telšių r. sav.,2014,12,4,35.2,44995.0
8083,Telšių apskritis,2014,12,9,36.3,146688.0
8084,Anykščių r. sav.,2014,12,0,32.6,27112.0
8085,Ignalinos r. sav.,2014,12,0,36.3,17319.0
8086,Molėtų r. sav.,2014,12,0,31.3,19669.0
8087,Utenos r. sav.,2014,12,4,33.4,41223.0
8088,Visagino sav.,2014,12,2,58.0,21126.0
8089,Zarasų r. sav.,2014,12,0,37.3,17409.0
8090,Utenos apskritis,2014,12,6,34.3,143858.0
8091,Šalčininkų r. sav.,2014,12,0,48.0,33420.0
8092,Širvintų r. sav.,2014,12,0,33.3,16645.0
8093,Švenčionių r. sav.,2014,12,2,60.3,26346.0
8094,Trakų r. sav.,2014,12,1,49.9,33447.0
8095,Ukmergės r. sav.,2014,12,3,32.5,37898.0
8096,Vilniaus r. sav.,2014,12,2,41.6,93422.0
8097,Vilniaus m. sav.,2014,12,31,34.6,535362.0
8098,Vilniaus apskritis,2014,12,39,44.0,800631.0
8099,name,year,month,infection,,
8100,Alytaus r. sav.,2015,1,0,25.1,27124.0
8101,Alytaus m. sav.,2015,1,0,32.5,57074.0
8102,Druskininkų sav.,2015,1,0,69.1,21043.0
8103,Lazdyjų r.,2015,1,0,,
8104,Varėnos r. sav.,2015,1,1,68.8,23863.0
8105,Alytaus apskritis,2015,1,1,49.3,150105.0
8106,Birštono sav.,2015,1,0,47.1,4414.0
8107,Jonavos r. sav.,2015,1,3,41.8,44093.0
8108,Kaišiadorių r. sav.,2015,1,0,32.8,32228.0
8109,Kauno m. sav.,2015,1,5,17.7,303101.0
8110,Kauno r. sav.,2015,1,2,32.5,86593.0
8111,Kėdainių r. sav.,2015,1,0,25.1,50591.0
8112,Prienų r. sav.,2015,1,1,27.7,28150.0
8113,Raseinių r. sav.,2015,1,2,23.8,35602.0
8114,Kauno apskritis,2015,1,13,29.7,584772.0
8115,Klaipėdos m. sav.,2015,1,0,19.9,157431.0
8116,Klaipėdos r. sav.,2015,1,1,26.4,50678.0
8117,Kretingos r. sav.,2015,1,0,34.9,39939.0
8118,Neringos sav.,2015,1,0,53.5,2840.0
8119,Palangos m. sav.,2015,1,0,39.2,15512.0
8120,Šilutės r. sav.,2015,1,0,42.1,42353.0
8121,Skuodo r. sav.,2015,1,0,10.9,18672.0
8122,Klaipėdos apskritis,2015,1,1,26.5,327425.0
8123,Marijampolės r. sav.,2015,1,1,,
8124,Šakių r. sav.,2015,1,0,23.0,30806.0
8125,Vilkaviškio r. sav.,2015,1,0,11.0,39969.0
8126,Marijampolės apskritis,2015,1,1,22.0,153242.0
8127,Biržų r. sav.,2015,1,0,27.2,26187.0
8128,Kupiškio r. sav.,2015,1,1,29.5,18814.0
8129,Panevėžio r. sav.,2015,1,1,34.9,37400.0
8130,Panevėžio m. sav.,2015,1,2,2.1,95899.0
8131,Pasvalio r. sav.,2015,1,0,17.0,26398.0
8132,Rokiškio r. sav.,2015,1,0,29.3,32789.0
8133,Panevėžio apskritis,2015,1,4,28.3,237487.0
8134,Akmenės r. sav.,2015,1,0,32.4,21628.0
8135,Joniškio r. sav.,2015,1,1,20.2,24117.0
8136,Kelmės r. sav.,2015,1,0,31.8,29884.0
8137,Radviliškio r. sav.,2015,1,1,25.9,39364.0
8138,Šiaulių m. sav.,2015,1,5,5.6,104009.0
8139,Šiaulių r. sav.,2015,1,2,34.9,41996.0
8140,Šiaulių apskritis,2015,1,10,27.7,282811.0
8141,Jurbarko r. sav.,2015,1,0,38.1,28429.0
8142,Šilalės r. sav.,2015,1,0,28.7,25166.0
8143,Tauragės r. sav.,2015,1,0,38.7,41612.0
8144,Tauragės apskritis,2015,1,0,33.2,104041.0
8145,Mažeikių r. sav.,2015,1,0,29.5,55932.0
8146,Plungės r. sav.,2015,1,0,36.5,36580.0
8147,Telšių r. sav.,2015,1,0,35.6,44522.0
8148,Telšių apskritis,2015,1,0,36.6,145220.0
8149,Anykščių r. sav.,2015,1,0,32.7,26664.0
8150,Ignalinos r. sav.,2015,1,0,36.4,17077.0
8151,Molėtų r. sav.,2015,1,0,31.5,19349.0
8152,Utenos r. sav.,2015,1,4,33.7,40744.0
8153,Visagino sav.,2015,1,0,57.8,20982.0
8154,Zarasų r. sav.,2015,1,0,37.6,17186.0
8155,Utenos apskritis,2015,1,4,34.5,142002.0
8156,Šalčininkų r. sav.,2015,1,0,48.3,32978.0
8157,Širvintų r. sav.,2015,1,0,33.3,16378.0
8158,Švenčionių r. sav.,2015,1,0,60.4,25869.0
8159,Trakų r. sav.,2015,1,3,49.9,33058.0
8160,Ukmergės r. sav.,2015,1,1,32.6,37383.0
8161,Vilniaus r. sav.,2015,1,3,41.7,93081.0
8162,Vilniaus m. sav.,2015,1,10,34.6,536947.0
8163,Vilniaus apskritis,2015,1,17,44.1,799539.0
8164,Alytaus r. sav.,2015,2,0,25.1,27124.0
8165,Alytaus m. sav.,2015,2,0,32.5,57074.0
8166,Druskininkų sav.,2015,2,0,69.1,21043.0
8167,Lazdyjų r.,2015,2,0,,
8168,Varėnos r. sav.,2015,2,1,68.8,23863.0
8169,Alytaus apskritis,2015,2,1,49.3,150105.0
8170,Birštono sav.,2015,2,0,47.1,4414.0
8171,Jonavos r. sav.,2015,2,0,41.8,44093.0
8172,Kaišiadorių r. sav.,2015,2,1,32.8,32228.0
8173,Kauno m. sav.,2015,2,1,17.7,303101.0
8174,Kauno r. sav.,2015,2,1,32.5,86593.0
8175,Kėdainių r. sav.,2015,2,0,25.1,50591.0
8176,Prienų r. sav.,2015,2,0,27.7,28150.0
8177,Raseinių r. sav.,2015,2,1,23.8,35602.0
8178,Kauno apskritis,2015,2,4,29.7,584772.0
8179,Klaipėdos m. sav.,2015,2,1,19.9,157431.0
8180,Klaipėdos r. sav.,2015,2,0,26.4,50678.0
8181,Kretingos r. sav.,2015,2,0,34.9,39939.0
8182,Neringos sav.,2015,2,0,53.5,2840.0
8183,Palangos m. sav.,2015,2,0,39.2,15512.0
8184,Šilutės r. sav.,2015,2,0,42.1,42353.0
8185,Skuodo r. sav.,2015,2,1,10.9,18672.0
8186,Klaipėdos apskritis,2015,2,2,26.5,327425.0
8187,Marijampolės r. sav.,2015,2,0,,
8188,Šakių r. sav.,2015,2,0,23.0,30806.0
8189,Vilkaviškio r. sav.,2015,2,1,11.0,39969.0
8190,Marijampolės apskritis,2015,2,1,22.0,153242.0
8191,Biržų r. sav.,2015,2,1,27.2,26187.0
8192,Kupiškio r. sav.,2015,2,1,29.5,18814.0
8193,Panevėžio r. sav.,2015,2,0,34.9,37400.0
8194,Panevėžio m. sav.,2015,2,2,2.1,95899.0
8195,Pasvalio r. sav.,2015,2,0,17.0,26398.0
8196,Rokiškio r. sav.,2015,2,0,29.3,32789.0
8197,Panevėžio apskritis,2015,2,4,28.3,237487.0
8198,Akmenės r. sav.,2015,2,0,32.4,21628.0
8199,Joniškio r. sav.,2015,2,0,20.2,24117.0
8200,Kelmės r. sav.,2015,2,0,31.8,29884.0
8201,Radviliškio r. sav.,2015,2,3,25.9,39364.0
8202,Šiaulių m. sav.,2015,2,2,5.6,104009.0
8203,Šiaulių r. sav.,2015,2,1,34.9,41996.0
8204,Šiaulių apskritis,2015,2,6,27.7,282811.0
8205,Jurbarko r. sav.,2015,2,0,38.1,28429.0
8206,Šilalės r. sav.,2015,2,0,28.7,25166.0
8207,Tauragės r. sav.,2015,2,2,38.7,41612.0
8208,Tauragės apskritis,2015,2,2,33.2,104041.0
8209,Mažeikių r. sav.,2015,2,0,29.5,55932.0
8210,Plungės r. sav.,2015,2,0,36.5,36580.0
8211,Telšių r. sav.,2015,2,2,35.6,44522.0
8212,Telšių apskritis,2015,2,2,36.6,145220.0
8213,Anykščių r. sav.,2015,2,3,32.7,26664.0
8214,Ignalinos r. sav.,2015,2,0,36.4,17077.0
8215,Molėtų r. sav.,2015,2,2,31.5,19349.0
8216,Utenos r. sav.,2015,2,1,33.7,40744.0
8217,Visagino sav.,2015,2,0,57.8,20982.0
8218,Zarasų r. sav.,2015,2,0,37.6,17186.0
8219,Utenos apskritis,2015,2,6,34.5,142002.0
8220,Šalčininkų r. sav.,2015,2,0,48.3,32978.0
8221,Širvintų r. sav.,2015,2,2,33.3,16378.0
8222,Švenčionių r. sav.,2015,2,0,60.4,25869.0
8223,Trakų r. sav.,2015,2,1,49.9,33058.0
8224,Ukmergės r. sav.,2015,2,0,32.6,37383.0
8225,Vilniaus r. sav.,2015,2,1,41.7,93081.0
8226,Vilniaus m. sav.,2015,2,7,34.6,536947.0
8227,Vilniaus apskritis,2015,2,11,44.1,799539.0
8228,Alytaus r. sav.,2015,3,0,25.1,27124.0
8229,Alytaus m. sav.,2015,3,0,32.5,57074.0
8230,Druskininkų sav.,2015,3,0,69.1,21043.0
8231,Lazdyjų r.,2015,3,1,,
8232,Varėnos r. sav.,2015,3,0,68.8,23863.0
8233,Alytaus apskritis,2015,3,1,49.3,150105.0
8234,Birštono sav.,2015,3,0,47.1,4414.0
8235,Jonavos r. sav.,2015,3,0,41.8,44093.0
8236,Kaišiadorių r. sav.,2015,3,0,32.8,32228.0
8237,Kauno m. sav.,2015,3,0,17.7,303101.0
8238,Kauno r. sav.,2015,3,0,32.5,86593.0
8239,Kėdainių r. sav.,2015,3,0,25.1,50591.0
8240,Prienų r. sav.,2015,3,0,27.7,28150.0
8241,Raseinių r. sav.,2015,3,0,23.8,35602.0
8242,Kauno apskritis,2015,3,0,29.7,584772.0
8243,Klaipėdos m. sav.,2015,3,0,19.9,157431.0
8244,Klaipėdos r. sav.,2015,3,0,26.4,50678.0
8245,Kretingos r. sav.,2015,3,0,34.9,39939.0
8246,Neringos sav.,2015,3,0,53.5,2840.0
8247,Palangos m. sav.,2015,3,0,39.2,15512.0
8248,Šilutės r. sav.,2015,3,0,42.1,42353.0
8249,Skuodo r. sav.,2015,3,0,10.9,18672.0
8250,Klaipėdos apskritis,2015,3,0,26.5,327425.0
8251,Marijampolės r. sav.,2015,3,0,,
8252,Šakių r. sav.,2015,3,0,23.0,30806.0
8253,Vilkaviškio r. sav.,2015,3,0,11.0,39969.0
8254,Marijampolės apskritis,2015,3,0,22.0,153242.0
8255,Biržų r. sav.,2015,3,0,27.2,26187.0
8256,Kupiškio r. sav.,2015,3,0,29.5,18814.0
8257,Panevėžio r. sav.,2015,3,0,34.9,37400.0
8258,Panevėžio m. sav.,2015,3,0,2.1,95899.0
8259,Pasvalio r. sav.,2015,3,0,17.0,26398.0
8260,Rokiškio r. sav.,2015,3,0,29.3,32789.0
8261,Panevėžio apskritis,2015,3,0,28.3,237487.0
8262,Akmenės r. sav.,2015,3,0,32.4,21628.0
8263,Joniškio r. sav.,2015,3,0,20.2,24117.0
8264,Kelmės r. sav.,2015,3,0,31.8,29884.0
8265,Radviliškio r. sav.,2015,3,1,25.9,39364.0
8266,Šiaulių m. sav.,2015,3,1,5.6,104009.0
8267,Šiaulių r. sav.,2015,3,0,34.9,41996.0
8268,Šiaulių apskritis,2015,3,2,27.7,282811.0
8269,Jurbarko r. sav.,2015,3,0,38.1,28429.0
8270,Šilalės r. sav.,2015,3,0,28.7,25166.0
8271,Tauragės r. sav.,2015,3,3,38.7,41612.0
8272,Tauragės apskritis,2015,3,3,33.2,104041.0
8273,Mažeikių r. sav.,2015,3,0,29.5,55932.0
8274,Plungės r. sav.,2015,3,0,36.5,36580.0
8275,Telšių r. sav.,2015,3,0,35.6,44522.0
8276,Telšių apskritis,2015,3,0,36.6,145220.0
8277,Anykščių r. sav.,2015,3,0,32.7,26664.0
8278,Ignalinos r. sav.,2015,3,0,36.4,17077.0
8279,Molėtų r. sav.,2015,3,0,31.5,19349.0
8280,Utenos r. sav.,2015,3,1,33.7,40744.0
8281,Visagino sav.,2015,3,0,57.8,20982.0
8282,Zarasų r. sav.,2015,3,0,37.6,17186.0
8283,Utenos apskritis,2015,3,1,34.5,142002.0
8284,Šalčininkų r. sav.,2015,3,0,48.3,32978.0
8285,Širvintų r. sav.,2015,3,0,33.3,16378.0
8286,Švenčionių r. sav.,2015,3,2,60.4,25869.0
8287,Trakų r. sav.,2015,3,1,49.9,33058.0
8288,Ukmergės r. sav.,2015,3,0,32.6,37383.0
8289,Vilniaus r. sav.,2015,3,0,41.7,93081.0
8290,Vilniaus m. sav.,2015,3,9,34.6,536947.0
8291,Vilniaus apskritis,2015,3,12,44.1,799539.0
8292,Alytaus r. sav.,2015,4,0,25.1,27124.0
8293,Alytaus m. sav.,2015,4,0,32.5,57074.0
8294,Druskininkų sav.,2015,4,0,69.1,21043.0
8295,Lazdyjų r.,2015,4,0,,
8296,Varėnos r. sav.,2015,4,0,68.8,23863.0
8297,Alytaus apskritis,2015,4,0,49.3,150105.0
8298,Birštono sav.,2015,4,0,47.1,4414.0
8299,Jonavos r. sav.,2015,4,1,41.8,44093.0
8300,Kaišiadorių r. sav.,2015,4,0,32.8,32228.0
8301,Kauno m. sav.,2015,4,2,17.7,303101.0
8302,Kauno r. sav.,2015,4,1,32.5,86593.0
8303,Kėdainių r. sav.,2015,4,0,25.1,50591.0
8304,Prienų r. sav.,2015,4,0,27.7,28150.0
8305,Raseinių r. sav.,2015,4,0,23.8,35602.0
8306,Kauno apskritis,2015,4,4,29.7,584772.0
8307,Klaipėdos m. sav.,2015,4,0,19.9,157431.0
8308,Klaipėdos r. sav.,2015,4,0,26.4,50678.0
8309,Kretingos r. sav.,2015,4,0,34.9,39939.0
8310,Neringos sav.,2015,4,0,53.5,2840.0
8311,Palangos m. sav.,2015,4,0,39.2,15512.0
8312,Šilutės r. sav.,2015,4,0,42.1,42353.0
8313,Skuodo r. sav.,2015,4,1,10.9,18672.0
8314,Klaipėdos apskritis,2015,4,1,26.5,327425.0
8315,Marijampolės r. sav.,2015,4,0,,
8316,Šakių r. sav.,2015,4,0,23.0,30806.0
8317,Vilkaviškio r. sav.,2015,4,0,11.0,39969.0
8318,Marijampolės apskritis,2015,4,0,22.0,153242.0
8319,Biržų r. sav.,2015,4,0,27.2,26187.0
8320,Kupiškio r. sav.,2015,4,1,29.5,18814.0
8321,Panevėžio r. sav.,2015,4,0,34.9,37400.0
8322,Panevėžio m. sav.,2015,4,0,2.1,95899.0
8323,Pasvalio r. sav.,2015,4,0,17.0,26398.0
8324,Rokiškio r. sav.,2015,4,2,29.3,32789.0
8325,Panevėžio apskritis,2015,4,3,28.3,237487.0
8326,Akmenės r. sav.,2015,4,0,32.4,21628.0
8327,Joniškio r. sav.,2015,4,0,20.2,24117.0
8328,Kelmės r. sav.,2015,4,0,31.8,29884.0
8329,Radviliškio r. sav.,2015,4,0,25.9,39364.0
8330,Šiaulių m. sav.,2015,4,0,5.6,104009.0
8331,Šiaulių r. sav.,2015,4,0,34.9,41996.0
8332,Šiaulių apskritis,2015,4,0,27.7,282811.0
8333,Jurbarko r. sav.,2015,4,0,38.1,28429.0
8334,Šilalės r. sav.,2015,4,0,28.7,25166.0
8335,Tauragės r. sav.,2015,4,2,38.7,41612.0
8336,Tauragės apskritis,2015,4,2,33.2,104041.0
8337,Mažeikių r. sav.,2015,4,0,29.5,55932.0
8338,Plungės r. sav.,2015,4,0,36.5,36580.0
8339,Telšių r. sav.,2015,4,1,35.6,44522.0
8340,Telšių apskritis,2015,4,1,36.6,145220.0
8341,Anykščių r. sav.,2015,4,1,32.7,26664.0
8342,Ignalinos r. sav.,2015,4,0,36.4,17077.0
8343,Molėtų r. sav.,2015,4,0,31.5,19349.0
8344,Utenos r. sav.,2015,4,2,33.7,40744.0
8345,Visagino sav.,2015,4,1,57.8,20982.0
8346,Zarasų r. sav.,2015,4,0,37.6,17186.0
8347,Utenos apskritis,2015,4,4,34.5,142002.0
8348,Šalčininkų r. sav.,2015,4,0,48.3,32978.0
8349,Širvintų r. sav.,2015,4,0,33.3,16378.0
8350,Švenčionių r. sav.,2015,4,0,60.4,25869.0
8351,Trakų r. sav.,2015,4,3,49.9,33058.0
8352,Ukmergės r. sav.,2015,4,1,32.6,37383.0
8353,Vilniaus r. sav.,2015,4,0,41.7,93081.0
8354,Vilniaus m. sav.,2015,4,9,34.6,536947.0
8355,Vilniaus apskritis,2015,4,13,44.1,799539.0
8356,Alytaus r. sav.,2015,5,0,25.1,27124.0
8357,Alytaus m. sav.,2015,5,0,32.5,57074.0
8358,Druskininkų sav.,2015,5,0,69.1,21043.0
8359,Lazdyjų r.,2015,5,1,,
8360,Varėnos r. sav.,2015,5,1,68.8,23863.0
8361,Alytaus apskritis,2015,5,2,49.3,150105.0
8362,Birštono sav.,2015,5,1,47.1,4414.0
8363,Jonavos r. sav.,2015,5,6,41.8,44093.0
8364,Kaišiadorių r. sav.,2015,5,1,32.8,32228.0
8365,Kauno m. sav.,2015,5,11,17.7,303101.0
8366,Kauno r. sav.,2015,5,4,32.5,86593.0
8367,Kėdainių r. sav.,2015,5,2,25.1,50591.0
8368,Prienų r. sav.,2015,5,2,27.7,28150.0
8369,Raseinių r. sav.,2015,5,1,23.8,35602.0
8370,Kauno apskritis,2015,5,28,29.7,584772.0
8371,Klaipėdos m. sav.,2015,5,0,19.9,157431.0
8372,Klaipėdos r. sav.,2015,5,0,26.4,50678.0
8373,Kretingos r. sav.,2015,5,1,34.9,39939.0
8374,Neringos sav.,2015,5,0,53.5,2840.0
8375,Palangos m. sav.,2015,5,2,39.2,15512.0
8376,Šilutės r. sav.,2015,5,1,42.1,42353.0
8377,Skuodo r. sav.,2015,5,0,10.9,18672.0
8378,Klaipėdos apskritis,2015,5,4,26.5,327425.0
8379,Marijampolės r. sav.,2015,5,1,,
8380,Šakių r. sav.,2015,5,0,23.0,30806.0
8381,Vilkaviškio r. sav.,2015,5,0,11.0,39969.0
8382,Marijampolės apskritis,2015,5,1,22.0,153242.0
8383,Biržų r. sav.,2015,5,0,27.2,26187.0
8384,Kupiškio r. sav.,2015,5,0,29.5,18814.0
8385,Panevėžio r. sav.,2015,5,1,34.9,37400.0
8386,Panevėžio m. sav.,2015,5,1,2.1,95899.0
8387,Pasvalio r. sav.,2015,5,0,17.0,26398.0
8388,Rokiškio r. sav.,2015,5,3,29.3,32789.0
8389,Panevėžio apskritis,2015,5,5,28.3,237487.0
8390,Akmenės r. sav.,2015,5,0,32.4,21628.0
8391,Joniškio r. sav.,2015,5,0,20.2,24117.0
8392,Kelmės r. sav.,2015,5,0,31.8,29884.0
8393,Radviliškio r. sav.,2015,5,1,25.9,39364.0
8394,Šiaulių m. sav.,2015,5,6,5.6,104009.0
8395,Šiaulių r. sav.,2015,5,0,34.9,41996.0
8396,Šiaulių apskritis,2015,5,7,27.7,282811.0
8397,Jurbarko r. sav.,2015,5,0,38.1,28429.0
8398,Šilalės r. sav.,2015,5,0,28.7,25166.0
8399,Tauragės r. sav.,2015,5,3,38.7,41612.0
8400,Tauragės apskritis,2015,5,3,33.2,104041.0
8401,Mažeikių r. sav.,2015,5,1,29.5,55932.0
8402,Plungės r. sav.,2015,5,0,36.5,36580.0
8403,Telšių r. sav.,2015,5,0,35.6,44522.0
8404,Telšių apskritis,2015,5,1,36.6,145220.0
8405,Anykščių r. sav.,2015,5,3,32.7,26664.0
8406,Ignalinos r. sav.,2015,5,0,36.4,17077.0
8407,Molėtų r. sav.,2015,5,0,31.5,19349.0
8408,Utenos r. sav.,2015,5,1,33.7,40744.0
8409,Visagino sav.,2015,5,2,57.8,20982.0
8410,Zarasų r. sav.,2015,5,1,37.6,17186.0
8411,Utenos apskritis,2015,5,7,34.5,142002.0
8412,Šalčininkų r. sav.,2015,5,0,48.3,32978.0
8413,Širvintų r. sav.,2015,5,2,33.3,16378.0
8414,Švenčionių r. sav.,2015,5,1,60.4,25869.0
8415,Trakų r. sav.,2015,5,1,49.9,33058.0
8416,Ukmergės r. sav.,2015,5,1,32.6,37383.0
8417,Vilniaus r. sav.,2015,5,5,41.7,93081.0
8418,Vilniaus m. sav.,2015,5,33,34.6,536947.0
8419,Vilniaus apskritis,2015,5,43,44.1,799539.0
8420,Alytaus r. sav.,2015,6,0,25.1,27124.0
8421,Alytaus m. sav.,2015,6,2,32.5,57074.0
8422,Druskininkų sav.,2015,6,2,69.1,21043.0
8423,Lazdyjų r.,2015,6,1,,
8424,Varėnos r. sav.,2015,6,1,68.8,23863.0
8425,Alytaus apskritis,2015,6,6,49.3,150105.0
8426,Birštono sav.,2015,6,3,47.1,4414.0
8427,Jonavos r. sav.,2015,6,5,41.8,44093.0
8428,Kaišiadorių r. sav.,2015,6,1,32.8,32228.0
8429,Kauno m. sav.,2015,6,39,17.7,303101.0
8430,Kauno r. sav.,2015,6,7,32.5,86593.0
8431,Kėdainių r. sav.,2015,6,4,25.1,50591.0
8432,Prienų r. sav.,2015,6,4,27.7,28150.0
8433,Raseinių r. sav.,2015,6,3,23.8,35602.0
8434,Kauno apskritis,2015,6,66,29.7,584772.0
8435,Klaipėdos m. sav.,2015,6,3,19.9,157431.0
8436,Klaipėdos r. sav.,2015,6,1,26.4,50678.0
8437,Kretingos r. sav.,2015,6,1,34.9,39939.0
8438,Neringos sav.,2015,6,0,53.5,2840.0
8439,Palangos m. sav.,2015,6,1,39.2,15512.0
8440,Šilutės r. sav.,2015,6,3,42.1,42353.0
8441,Skuodo r. sav.,2015,6,2,10.9,18672.0
8442,Klaipėdos apskritis,2015,6,11,26.5,327425.0
8443,Marijampolės r. sav.,2015,6,7,,
8444,Šakių r. sav.,2015,6,0,23.0,30806.0
8445,Vilkaviškio r. sav.,2015,6,0,11.0,39969.0
8446,Marijampolės apskritis,2015,6,7,22.0,153242.0
8447,Biržų r. sav.,2015,6,1,27.2,26187.0
8448,Kupiškio r. sav.,2015,6,0,29.5,18814.0
8449,Panevėžio r. sav.,2015,6,2,34.9,37400.0
8450,Panevėžio m. sav.,2015,6,4,2.1,95899.0
8451,Pasvalio r. sav.,2015,6,0,17.0,26398.0
8452,Rokiškio r. sav.,2015,6,1,29.3,32789.0
8453,Panevėžio apskritis,2015,6,8,28.3,237487.0
8454,Akmenės r. sav.,2015,6,1,32.4,21628.0
8455,Joniškio r. sav.,2015,6,0,20.2,24117.0
8456,Kelmės r. sav.,2015,6,0,31.8,29884.0
8457,Radviliškio r. sav.,2015,6,4,25.9,39364.0
8458,Šiaulių m. sav.,2015,6,7,5.6,104009.0
8459,Šiaulių r. sav.,2015,6,3,34.9,41996.0
8460,Šiaulių apskritis,2015,6,18,27.7,282811.0
8461,Jurbarko r. sav.,2015,6,0,38.1,28429.0
8462,Šilalės r. sav.,2015,6,1,28.7,25166.0
8463,Tauragės r. sav.,2015,6,2,38.7,41612.0
8464,Tauragės apskritis,2015,6,3,33.2,104041.0
8465,Mažeikių r. sav.,2015,6,0,29.5,55932.0
8466,Plungės r. sav.,2015,6,3,36.5,36580.0
8467,Telšių r. sav.,2015,6,5,35.6,44522.0
8468,Telšių apskritis,2015,6,8,36.6,145220.0
8469,Anykščių r. sav.,2015,6,4,32.7,26664.0
8470,Ignalinos r. sav.,2015,6,0,36.4,17077.0
8471,Molėtų r. sav.,2015,6,0,31.5,19349.0
8472,Utenos r. sav.,2015,6,5,33.7,40744.0
8473,Visagino sav.,2015,6,1,57.8,20982.0
