,name,year,month,infection,forest cover,population
4184,Pasvalio r. sav.,2009,11,10,17.0,30004.0
4185,Rokiškio r. sav.,2009,11,8,29.0,36768.0
4186,Šiaulių apskritis,2009,11,31,27.3,323353.0
4187,Šiaulių m. sav.,2009,11,11,5.6,116196.0
4188,Akmenės r. sav.,2009,11,1,32.4,25310.0
4189,Joniškio r. sav.,2009,11,2,20.0,28085.0
4190,Kelmės r. sav.,2009,11,5,30.2,34777.0
4191,Radviliškio r. sav.,2009,11,5,25.4,45668.0
4192,Šiaulių r. sav.,2009,11,7,34.7,47883.0
4193,Tauragės apskritis,2009,11,14,33.0,117100.0
4194,Jurbarko r. sav.,2009,11,2,38.1,32291.0
4195,Šilalės r. sav.,2009,11,0,28.4,27936.0
4196,Tauragės r. sav.,2009,11,12,38.4,46683.0
4197,Telšių apskritis,2009,11,25,36.1,160532.0
4198,Mažeikių r. sav.,2009,11,6,29.5,61443.0
4199,Plungės r. sav.,2009,11,7,36.0,40095.0
4200,Telšių r. sav.,2009,11,12,34.7,49789.0
4201,Utenos apskritis,2009,11,17,34.0,161062.0
4202,Visagino sav.,2009,11,0,20.2,24644.0
4203,Anykščių r. sav.,2009,11,2,32.2,30285.0
4204,Ignalinos r. sav.,2009,11,0,37.5,19415.0
4205,Molėtų r. sav.,2009,11,3,31.2,21751.0
4206,Utenos r. sav.,2009,11,6,33.0,45558.0
4207,Zarasų r. sav.,2009,11,6,37.2,19409.0
4208,Vilniaus apskritis,2009,11,118,42.9,826445.0
4209,Vilniaus m. sav.,2009,11,92,34.8,542969.0
4210,Šalčininkų r. sav.,2009,11,0,46.4,35802.0
4211,Širvintų r. sav.,2009,11,4,33.2,18461.0
4212,Švenčionių r. sav.,2009,11,3,58.7,29218.0
4213,Ukmergės r. sav.,2009,11,11,32.4,42893.0
4214,Vilniaus r. sav.,2009,11,8,39.7,95700.0
4215,Trakų r. sav.,2009,11,7,47.7,35361.0
4216,Alytaus apskritis,2009,12,1,49.1,167603.0
4217,Alytaus m. sav.,2009,12,1,31.8,64770.0
4218,Druskininkų sav.,2009,12,0,69.2,22954.0
4219,Alytaus r. sav.,2009,12,0,24.7,29441.0
4220,Lazdijų r. sav.,2009,12,0,34.9,23507.0
4221,Varėnos r. sav.,2009,12,0,69.1,26931.0
4222,Kauno apskritis,2009,12,39,29.6,638385.0
4223,Kauno m. sav.,2009,12,21,16.9,335393.0
4224,Jonavos r. sav.,2009,12,4,41.9,48792.0
4225,Kaišiadorių r. sav.,2009,12,1,31.6,35174.0
4226,Kauno r. sav.,2009,12,8,32.7,85752.0
4227,Kėdainių r. sav.,2009,12,3,25.6,57399.0
4228,Prienų r. sav.,2009,12,1,27.7,31457.0
4229,Raseinių r. sav.,2009,12,1,23.4,39647.0
4230,Klaipėdos apskritis,2009,12,2,26.4,355084.0
4231,Klaipėdos m. sav.,2009,12,0,20.6,170699.0
4232,Palangos m. sav.,2009,12,0,39.9,16272.0
4233,Klaipėdos r. sav.,2009,12,0,26.0,51690.0
4234,Kretingos r. sav.,2009,12,2,34.6,43573.0
4235,Skuodo r. sav.,2009,12,0,19.8,21807.0
4236,Šilutės r. sav.,2009,12,0,22.3,48566.0
4237,Marijampolės apskritis,2009,12,12,21.7,169973.0
4238,Marijampolės r. sav.,2009,12,4,,
4239,Šakių r. sav.,2009,12,3,22.9,34110.0
4240,Vilkaviškio r. sav.,2009,12,5,10.6,44899.0
4241,Panevėžio apskritis,2009,12,35,28.2,264319.0
4242,Panevėžio m. sav.,2009,12,16,2.2,104793.0
4243,Biržų r. sav.,2009,12,3,27.2,30178.0
4244,Kupiškio r. sav.,2009,12,0,29.3,21596.0
4245,Panevėžio r. sav.,2009,12,10,34.8,40980.0
4246,Pasvalio r. sav.,2009,12,2,17.0,30004.0
4247,Rokiškio r. sav.,2009,12,4,29.0,36768.0
4248,Šiaulių apskritis,2009,12,11,27.3,323353.0
4249,Šiaulių m. sav.,2009,12,1,5.6,116196.0
4250,Akmenės r. sav.,2009,12,0,32.4,25310.0
4251,Joniškio r. sav.,2009,12,0,20.0,28085.0
4252,Kelmės r. sav.,2009,12,5,30.2,34777.0
4253,Radviliškio r. sav.,2009,12,0,25.4,45668.0
4254,Šiaulių r. sav.,2009,12,2,34.7,47883.0
4255,Tauragės apskritis,2009,12,9,33.0,117100.0
4256,Jurbarko r. sav.,2009,12,0,38.1,32291.0
4257,Šilalės r. sav.,2009,12,0,28.4,27936.0
4258,Tauragės r. sav.,2009,12,9,38.4,46683.0
4259,Telšių apskritis,2009,12,3,36.1,160532.0
4260,Mažeikių r. sav.,2009,12,1,29.5,61443.0
4261,Plungės r. sav.,2009,12,0,36.0,40095.0
4262,Telšių r. sav.,2009,12,2,34.7,49789.0
4263,Utenos apskritis,2009,12,6,34.0,161062.0
4264,Visagino sav.,2009,12,0,20.2,24644.0
4265,Anykščių r. sav.,2009,12,1,32.2,30285.0
4266,Ignalinos r. sav.,2009,12,0,37.5,19415.0
4267,Molėtų r. sav.,2009,12,0,31.2,21751.0
4268,Utenos r. sav.,2009,12,4,33.0,45558.0
4269,Zarasų r. sav.,2009,12,1,37.2,19409.0
4270,Vilniaus apskritis,2009,12,35,42.9,826445.0
4271,Vilniaus m. sav.,2009,12,26,34.8,542969.0
4272,Šalčininkų r. sav.,2009,12,0,46.4,35802.0
4273,Širvintų r. sav.,2009,12,0,33.2,18461.0
4274,Švenčionių r. sav.,2009,12,1,58.7,29218.0
4275,Ukmergės r. sav.,2009,12,3,32.4,42893.0
4276,Vilniaus r. sav.,2009,12,5,39.7,95700.0
4277,Trakų r. sav.,2009,12,3,47.7,35361.0
4278,name,year,month,infection,,
4279,Alytaus apskritis,2010,1,1,49.1,164833.0
4280,Alytaus m. sav.,2010,1,0,31.8,63630.0
4281,Druskininkų sav.,2010,1,0,69.2,22656.0
4282,Alytaus r. sav.,2010,1,0,24.7,29052.0
4283,Lazdijų r. sav.,2010,1,0,34.9,23078.0
4284,Varėnos r. sav.,2010,1,1,69.1,26417.0
4285,Kauno apskritis,2010,1,7,29.6,629896.0
4286,Kauno m. sav.,2010,1,4,16.9,329542.0
4287,Jonavos r. sav.,2010,1,1,41.9,48036.0
4288,Kaišiadorių r. sav.,2010,1,0,31.5,34795.0
4289,Kauno r. sav.,2010,1,0,32.7,86978.0
4290,Kėdainių r. sav.,2010,1,0,25.5,56025.0
4291,Prienų r. sav.,2010,1,2,27.7,30989.0
4292,Raseinių r. sav.,2010,1,0,23.4,38852.0
4293,Klaipėdos apskritis,2010,1,1,26.4,350306.0
4294,Klaipėdos m. sav.,2010,1,0,19.9,168134.0
4295,Palangos m. sav.,2010,1,0,40.0,16212.0
4296,Klaipėdos r. sav.,2010,1,1,26.0,51843.0
4297,Kretingos r. sav.,2010,1,0,34.6,42607.0
4298,Skuodo r. sav.,2010,1,0,19.8,21394.0
4299,Šilutės r. sav.,2010,1,0,22.3,47713.0
4300,Marijampolės apskritis,2010,1,1,21.7,167143.0
4301,Marijampolės r. sav.,2010,1,1,,
4302,Šakių r. sav.,2010,1,0,22.9,33486.0
4303,Vilkaviškio r. sav.,2010,1,0,10.6,44128.0
4304,Panevėžio apskritis,2010,1,27,28.2,259374.0
4305,Panevėžio m. sav.,2010,1,16,2.2,103101.0
4306,Biržų r. sav.,2010,1,3,27.2,29439.0
4307,Kupiškio r. sav.,2010,1,0,29.3,21064.0
4308,Panevėžio r. sav.,2010,1,4,34.8,40377.0
4309,Pasvalio r. sav.,2010,1,0,17.0,29400.0
4310,Rokiškio r. sav.,2010,1,4,29.0,35993.0
4311,Šiaulių apskritis,2010,1,9,27.5,316278.0
4312,Šiaulių m. sav.,2010,1,7,5.6,114506.0
4313,Akmenės r. sav.,2010,1,0,32.4,24501.0
4314,Joniškio r. sav.,2010,1,1,20.0,27427.0
4315,Kelmės r. sav.,2010,1,1,31.1,33842.0
4316,Radviliškio r. sav.,2010,1,0,25.4,44518.0
4317,Šiaulių r. sav.,2010,1,0,34.8,46779.0
4318,Tauragės apskritis,2010,1,6,33.0,114763.0
4319,Jurbarko r. sav.,2010,1,1,38.1,31511.0
4320,Šilalės r. sav.,2010,1,1,28.4,27416.0
4321,Tauragės r. sav.,2010,1,4,38.4,45894.0
4322,Telšių apskritis,2010,1,6,36.1,157718.0
4323,Mažeikių r. sav.,2010,1,1,29.5,60471.0
4324,Plungės r. sav.,2010,1,0,36.0,39611.0
4325,Telšių r. sav.,2010,1,5,34.7,48655.0
4326,Utenos apskritis,2010,1,4,34.1,157472.0
4327,Visagino sav.,2010,1,0,57.6,23992.0
4328,Anykščių r. sav.,2010,1,0,32.2,29632.0
4329,Ignalinos r. sav.,2010,1,0,36.0,18961.0
4330,Molėtų r. sav.,2010,1,0,31.2,21238.0
4331,Utenos r. sav.,2010,1,3,33.1,44636.0
4332,Zarasų r. sav.,2010,1,1,37.2,19013.0
4333,Vilniaus apskritis,2010,1,23,43.7,824193.0
4334,Vilniaus m. sav.,2010,1,16,34.7,543191.0
4335,Šalčininkų r. sav.,2010,1,1,47.8,35357.0
4336,Širvintų r. sav.,2010,1,2,33.2,18166.0
4337,Švenčionių r. sav.,2010,1,0,60.0,28690.0
4338,Ukmergės r. sav.,2010,1,0,32.4,42042.0
4339,Vilniaus r. sav.,2010,1,4,40.3,95939.0
4340,Trakų r. sav.,2010,1,0,49.6,35006.0
4341,Alytaus apskritis,2010,2,2,49.1,164833.0
4342,Alytaus m. sav.,2010,2,0,31.8,63630.0
4343,Druskininkų sav.,2010,2,1,69.2,22656.0
4344,Alytaus r. sav.,2010,2,0,24.7,29052.0
4345,Lazdijų r. sav.,2010,2,0,34.9,23078.0
4346,Varėnos r. sav.,2010,2,1,69.1,26417.0
4347,Kauno apskritis,2010,2,8,29.6,629896.0
4348,Kauno m. sav.,2010,2,5,16.9,329542.0
4349,Jonavos r. sav.,2010,2,0,41.9,48036.0
4350,Kaišiadorių r. sav.,2010,2,0,31.5,34795.0
4351,Kauno r. sav.,2010,2,2,32.7,86978.0
4352,Kėdainių r. sav.,2010,2,0,25.5,56025.0
4353,Prienų r. sav.,2010,2,1,27.7,30989.0
4354,Raseinių r. sav.,2010,2,0,23.4,38852.0
4355,Klaipėdos apskritis,2010,2,3,26.4,350306.0
4356,Klaipėdos m. sav.,2010,2,3,19.9,168134.0
4357,Palangos m. sav.,2010,2,0,40.0,16212.0
4358,Klaipėdos r. sav.,2010,2,0,26.0,51843.0
4359,Kretingos r. sav.,2010,2,0,34.6,42607.0
4360,Skuodo r. sav.,2010,2,0,19.8,21394.0
4361,Šilutės r. sav.,2010,2,0,22.3,47713.0
4362,Marijampolės apskritis,2010,2,3,21.7,167143.0
4363,Marijampolės r. sav.,2010,2,1,,
4364,Šakių r. sav.,2010,2,1,22.9,33486.0
4365,Vilkaviškio r. sav.,2010,2,1,10.6,44128.0
4366,Panevėžio apskritis,2010,2,8,28.2,259374.0
4367,Panevėžio m. sav.,2010,2,5,2.2,103101.0
4368,Biržų r. sav.,2010,2,1,27.2,29439.0
4369,Kupiškio r. sav.,2010,2,0,29.3,21064.0
4370,Panevėžio r. sav.,2010,2,2,34.8,40377.0
4371,Pasvalio r. sav.,2010,2,0,17.0,29400.0
4372,Rokiškio r. sav.,2010,2,0,29.0,35993.0
4373,Šiaulių apskritis,2010,2,5,27.5,316278.0
4374,Šiaulių m. sav.,2010,2,3,5.6,114506.0
4375,Akmenės r. sav.,2010,2,0,32.4,24501.0
4376,Joniškio r. sav.,2010,2,0,20.0,27427.0
4377,Kelmės r. sav.,2010,2,0,31.1,33842.0
4378,Radviliškio r. sav.,2010,2,1,25.4,44518.0
4379,Šiaulių r. sav.,2010,2,1,34.8,46779.0
4380,Tauragės apskritis,2010,2,3,33.0,114763.0
4381,Jurbarko r. sav.,2010,2,0,38.1,31511.0
4382,Šilalės r. sav.,2010,2,0,28.4,27416.0
4383,Tauragės r. sav.,2010,2,3,38.4,45894.0
4384,Telšių apskritis,2010,2,0,36.1,157718.0
4385,Mažeikių r. sav.,2010,2,0,29.5,60471.0
4386,Plungės r. sav.,2010,2,0,36.0,39611.0
4387,Telšių r. sav.,2010,2,0,34.7,48655.0
4388,Utenos apskritis,2010,2,5,34.1,157472.0
4389,Visagino sav.,2010,2,0,57.6,23992.0
4390,Anykščių r. sav.,2010,2,1,32.2,29632.0
4391,Ignalinos r. sav.,2010,2,0,36.0,18961.0
4392,Molėtų r. sav.,2010,2,0,31.2,21238.0
4393,Utenos r. sav.,2010,2,3,33.1,44636.0
4394,Zarasų r. sav.,2010,2,1,37.2,19013.0
4395,Vilniaus apskritis,2010,2,11,43.7,824193.0
4396,Vilniaus m. sav.,2010,2,8,34.7,543191.0
4397,Šalčininkų r. sav.,2010,2,0,47.8,35357.0
4398,Širvintų r. sav.,2010,2,1,33.2,18166.0
4399,Švenčionių r. sav.,2010,2,0,60.0,28690.0
4400,Ukmergės r. sav.,2010,2,0,32.4,42042.0
4401,Vilniaus r. sav.,2010,2,2,40.3,95939.0
4402,Trakų r. sav.,2010,2,0,49.6,35006.0
4403,Alytaus apskritis,2010,3,0,49.1,164833.0
4404,Alytaus m. sav.,2010,3,0,31.8,63630.0
4405,Druskininkų sav.,2010,3,0,69.2,22656.0
4406,Alytaus r. sav.,2010,3,0,24.7,29052.0
4407,Lazdijų r. sav.,2010,3,0,34.9,23078.0
4408,Varėnos r. sav.,2010,3,0,69.1,26417.0
4409,Kauno apskritis,2010,3,2,29.6,629896.0
4410,Kauno m. sav.,2010,3,0,16.9,329542.0
4411,Jonavos r. sav.,2010,3,2,41.9,48036.0
4412,Kaišiadorių r. sav.,2010,3,0,31.5,34795.0
4413,Kauno r. sav.,2010,3,0,32.7,86978.0
4414,Kėdainių r. sav.,2010,3,0,25.5,56025.0
4415,Prienų r. sav.,2010,3,0,27.7,30989.0
4416,Raseinių r. sav.,2010,3,0,23.4,38852.0
4417,Klaipėdos apskritis,2010,3,2,26.4,350306.0
4418,Klaipėdos m. sav.,2010,3,2,19.9,168134.0
4419,Palangos m. sav.,2010,3,0,40.0,16212.0
4420,Klaipėdos r. sav.,2010,3,0,26.0,51843.0
4421,Kretingos r. sav.,2010,3,0,34.6,42607.0
4422,Skuodo r. sav.,2010,3,0,19.8,21394.0
4423,Šilutės r. sav.,2010,3,0,22.3,47713.0
4424,Marijampolės apskritis,2010,3,1,21.7,167143.0
4425,Marijampolės r. sav.,2010,3,1,,
4426,Šakių r. sav.,2010,3,0,22.9,33486.0
4427,Vilkaviškio r. sav.,2010,3,0,10.6,44128.0
4428,Panevėžio apskritis,2010,3,11,28.2,259374.0
4429,Panevėžio m. sav.,2010,3,7,2.2,103101.0
4430,Biržų r. sav.,2010,3,1,27.2,29439.0
4431,Kupiškio r. sav.,2010,3,0,29.3,21064.0
4432,Panevėžio r. sav.,2010,3,1,34.8,40377.0
4433,Pasvalio r. sav.,2010,3,0,17.0,29400.0
4434,Rokiškio r. sav.,2010,3,2,29.0,35993.0
4435,Šiaulių apskritis,2010,3,2,27.5,316278.0
4436,Šiaulių m. sav.,2010,3,1,5.6,114506.0
4437,Akmenės r. sav.,2010,3,0,32.4,24501.0
4438,Joniškio r. sav.,2010,3,0,20.0,27427.0
4439,Kelmės r. sav.,2010,3,1,31.1,33842.0
4440,Radviliškio r. sav.,2010,3,0,25.4,44518.0
4441,Šiaulių r. sav.,2010,3,0,34.8,46779.0
4442,Tauragės apskritis,2010,3,0,33.0,114763.0
4443,Jurbarko r. sav.,2010,3,0,38.1,31511.0
4444,Šilalės r. sav.,2010,3,0,28.4,27416.0
4445,Tauragės r. sav.,2010,3,0,38.4,45894.0
4446,Telšių apskritis,2010,3,1,36.1,157718.0
4447,Mažeikių r. sav.,2010,3,0,29.5,60471.0
4448,Plungės r. sav.,2010,3,0,36.0,39611.0
4449,Telšių r. sav.,2010,3,1,34.7,48655.0
4450,Utenos apskritis,2010,3,1,34.1,157472.0
4451,Visagino sav.,2010,3,0,57.6,23992.0
4452,Anykščių r. sav.,2010,3,0,32.2,29632.0
4453,Ignalinos r. sav.,2010,3,0,36.0,18961.0
4454,Molėtų r. sav.,2010,3,1,31.2,21238.0
4455,Utenos r. sav.,2010,3,0,33.1,44636.0
4456,Zarasų r. sav.,2010,3,0,37.2,19013.0
4457,Vilniaus apskritis,2010,3,23,43.7,824193.0
4458,Vilniaus m. sav.,2010,3,20,34.7,543191.0
4459,Šalčininkų r. sav.,2010,3,0,47.8,35357.0
4460,Širvintų r. sav.,2010,3,2,33.2,18166.0
4461,Švenčionių r. sav.,2010,3,0,60.0,28690.0
4462,Ukmergės r. sav.,2010,3,0,32.4,42042.0
4463,Vilniaus r. sav.,2010,3,1,40.3,95939.0
4464,Trakų r. sav.,2010,3,1,49.6,35006.0
4465,Alytaus apskritis,2010,4,0,49.1,164833.0
4466,Alytaus m. sav.,2010,4,0,31.8,63630.0
4467,Druskininkų sav.,2010,4,0,69.2,22656.0
4468,Alytaus r. sav.,2010,4,0,24.7,29052.0
4469,Lazdijų r. sav.,2010,4,0,34.9,23078.0
4470,Varėnos r. sav.,2010,4,0,69.1,26417.0
4471,Kauno apskritis,2010,4,7,29.6,629896.0
4472,Kauno m. sav.,2010,4,5,16.9,329542.0
4473,Jonavos r. sav.,2010,4,1,41.9,48036.0
4474,Kaišiadorių r. sav.,2010,4,0,31.5,34795.0
4475,Kauno r. sav.,2010,4,1,32.7,86978.0
4476,Kėdainių r. sav.,2010,4,0,25.5,56025.0
4477,Prienų r. sav.,2010,4,0,27.7,30989.0
4478,Raseinių r. sav.,2010,4,0,23.4,38852.0
4479,Klaipėdos apskritis,2010,4,0,26.4,350306.0
4480,Klaipėdos m. sav.,2010,4,0,19.9,168134.0
4481,Palangos m. sav.,2010,4,0,40.0,16212.0
4482,Klaipėdos r. sav.,2010,4,0,26.0,51843.0
4483,Kretingos r. sav.,2010,4,0,34.6,42607.0
4484,Skuodo r. sav.,2010,4,0,19.8,21394.0
4485,Šilutės r. sav.,2010,4,0,22.3,47713.0
4486,Marijampolės apskritis,2010,4,2,21.7,167143.0
4487,Marijampolės r. sav.,2010,4,2,,
4488,Šakių r. sav.,2010,4,0,22.9,33486.0
4489,Vilkaviškio r. sav.,2010,4,0,10.6,44128.0
4490,Panevėžio apskritis,2010,4,8,28.2,259374.0
4491,Panevėžio m. sav.,2010,4,2,2.2,103101.0
4492,Biržų r. sav.,2010,4,0,27.2,29439.0
4493,Kupiškio r. sav.,2010,4,0,29.3,21064.0
4494,Panevėžio r. sav.,2010,4,0,34.8,40377.0
4495,Pasvalio r. sav.,2010,4,1,17.0,29400.0
4496,Rokiškio r. sav.,2010,4,5,29.0,35993.0
4497,Šiaulių apskritis,2010,4,5,27.5,316278.0
4498,Šiaulių m. sav.,2010,4,1,5.6,114506.0
4499,Akmenės r. sav.,2010,4,0,32.4,24501.0
4500,Joniškio r. sav.,2010,4,0,20.0,27427.0
4501,Kelmės r. sav.,2010,4,0,31.1,33842.0
4502,Radviliškio r. sav.,2010,4,2,25.4,44518.0
4503,Šiaulių r. sav.,2010,4,2,34.8,46779.0
4504,Tauragės apskritis,2010,4,2,33.0,114763.0
4505,Jurbarko r. sav.,2010,4,0,38.1,31511.0
4506,Šilalės r. sav.,2010,4,1,28.4,27416.0
4507,Tauragės r. sav.,2010,4,1,38.4,45894.0
4508,Telšių apskritis,2010,4,2,36.1,157718.0
4509,Mažeikių r. sav.,2010,4,0,29.5,60471.0
4510,Plungės r. sav.,2010,4,1,36.0,39611.0
4511,Telšių r. sav.,2010,4,1,34.7,48655.0
4512,Utenos apskritis,2010,4,2,34.1,157472.0
4513,Visagino sav.,2010,4,0,57.6,23992.0
4514,Anykščių r. sav.,2010,4,0,32.2,29632.0
4515,Ignalinos r. sav.,2010,4,0,36.0,18961.0
4516,Molėtų r. sav.,2010,4,0,31.2,21238.0
4517,Utenos r. sav.,2010,4,1,33.1,44636.0
4518,Zarasų r. sav.,2010,4,1,37.2,19013.0
4519,Vilniaus apskritis,2010,4,13,43.7,824193.0
4520,Vilniaus m. sav.,2010,4,6,34.7,543191.0
4521,Šalčininkų r. sav.,2010,4,0,47.8,35357.0
4522,Širvintų r. sav.,2010,4,1,33.2,18166.0
4523,Švenčionių r. sav.,2010,4,0,60.0,28690.0
4524,Ukmergės r. sav.,2010,4,2,32.4,42042.0
4525,Vilniaus r. sav.,2010,4,4,40.3,95939.0
4526,Trakų r. sav.,2010,4,2,49.6,35006.0
4527,Alytaus apskritis,2010,5,4,49.1,164833.0
4528,Alytaus m. sav.,2010,5,0,31.8,63630.0
4529,Druskininkų sav.,2010,5,2,69.2,22656.0
4530,Alytaus r. sav.,2010,5,0,24.7,29052.0
4531,Lazdijų r. sav.,2010,5,1,34.9,23078.0
4532,Varėnos r. sav.,2010,5,1,69.1,26417.0
4533,Kauno apskritis,2010,5,25,29.6,629896.0
4534,Kauno m. sav.,2010,5,13,16.9,329542.0
4535,Jonavos r. sav.,2010,5,3,41.9,48036.0
4536,Kaišiadorių r. sav.,2010,5,3,31.5,34795.0
4537,Kauno r. sav.,2010,5,3,32.7,86978.0
4538,Kėdainių r. sav.,2010,5,0,25.5,56025.0
4539,Prienų r. sav.,2010,5,1,27.7,30989.0
4540,Raseinių r. sav.,2010,5,2,23.4,38852.0
4541,Klaipėdos apskritis,2010,5,5,26.4,350306.0
4542,Klaipėdos m. sav.,2010,5,2,19.9,168134.0
4543,Palangos m. sav.,2010,5,0,40.0,16212.0
4544,Klaipėdos r. sav.,2010,5,0,26.0,51843.0
4545,Kretingos r. sav.,2010,5,2,34.6,42607.0
4546,Skuodo r. sav.,2010,5,0,19.8,21394.0
4547,Šilutės r. sav.,2010,5,1,22.3,47713.0
4548,Marijampolės apskritis,2010,5,3,21.7,167143.0
4549,Marijampolės r. sav.,2010,5,2,,
4550,Šakių r. sav.,2010,5,1,22.9,33486.0
4551,Vilkaviškio r. sav.,2010,5,0,10.6,44128.0
4552,Panevėžio apskritis,2010,5,16,28.2,259374.0
4553,Panevėžio m. sav.,2010,5,6,2.2,103101.0
4554,Biržų r. sav.,2010,5,2,27.2,29439.0
4555,Kupiškio r. sav.,2010,5,2,29.3,21064.0
4556,Panevėžio r. sav.,2010,5,1,34.8,40377.0
4557,Pasvalio r. sav.,2010,5,0,17.0,29400.0
4558,Rokiškio r. sav.,2010,5,5,29.0,35993.0
4559,Šiaulių apskritis,2010,5,7,27.5,316278.0
4560,Šiaulių m. sav.,2010,5,4,5.6,114506.0
4561,Akmenės r. sav.,2010,5,0,32.4,24501.0
4562,Joniškio r. sav.,2010,5,1,20.0,27427.0
4563,Kelmės r. sav.,2010,5,0,31.1,33842.0
4564,Radviliškio r. sav.,2010,5,1,25.4,44518.0
4565,Šiaulių r. sav.,2010,5,1,34.8,46779.0
4566,Tauragės apskritis,2010,5,4,33.0,114763.0
4567,Jurbarko r. sav.,2010,5,1,38.1,31511.0
4568,Šilalės r. sav.,2010,5,1,28.4,27416.0
4569,Tauragės r. sav.,2010,5,2,38.4,45894.0
4570,Telšių apskritis,2010,5,4,36.1,157718.0
4571,Mažeikių r. sav.,2010,5,1,29.5,60471.0
4572,Plungės r. sav.,2010,5,2,36.0,39611.0
4573,Telšių r. sav.,2010,5,1,34.7,48655.0
4574,Utenos apskritis,2010,5,5,34.1,157472.0
4575,Visagino sav.,2010,5,2,57.6,23992.0
4576,Anykščių r. sav.,2010,5,0,32.2,29632.0
4577,Ignalinos r. sav.,2010,5,0,36.0,18961.0
4578,Molėtų r. sav.,2010,5,0,31.2,21238.0
4579,Utenos r. sav.,2010,5,1,33.1,44636.0
4580,Zarasų r. sav.,2010,5,2,37.2,19013.0
4581,Vilniaus apskritis,2010,5,13,43.7,824193.0
4582,Vilniaus m. sav.,2010,5,10,34.7,543191.0
4583,Šalčininkų r. sav.,2010,5,1,47.8,35357.0
4584,Širvintų r. sav.,2010,5,0,33.2,18166.0
4585,Švenčionių r. sav.,2010,5,1,60.0,28690.0
4586,Ukmergės r. sav.,2010,5,1,32.4,42042.0
4587,Vilniaus r. sav.,2010,5,0,40.3,95939.0
4588,Trakų r. sav.,2010,5,3,49.6,35006.0
4589,Alytaus apskritis,2010,6,3,49.1,164833.0
4590,Alytaus m. sav.,2010,6,0,31.8,63630.0
4591,Druskininkų sav.,2010,6,0,69.2,22656.0
4592,Alytaus r. sav.,2010,6,1,24.7,29052.0
4593,Lazdijų r. sav.,2010,6,0,34.9,23078.0
4594,Varėnos r. sav.,2010,6,2,69.1,26417.0
4595,Kauno apskritis,2010,6,40,29.6,629896.0
4596,Kauno m. sav.,2010,6,23,16.9,329542.0
4597,Jonavos r. sav.,2010,6,2,41.9,48036.0
4598,Kaišiadorių r. sav.,2010,6,4,31.5,34795.0
4599,Kauno r. sav.,2010,6,2,32.7,86978.0
4600,Kėdainių r. sav.,2010,6,3,25.5,56025.0
4601,Prienų r. sav.,2010,6,3,27.7,30989.0
4602,Raseinių r. sav.,2010,6,3,23.4,38852.0
4603,Klaipėdos apskritis,2010,6,16,26.4,350306.0
4604,Klaipėdos m. sav.,2010,6,2,19.9,168134.0
4605,Palangos m. sav.,2010,6,4,40.0,16212.0
4606,Klaipėdos r. sav.,2010,6,3,26.0,51843.0
4607,Kretingos r. sav.,2010,6,4,34.6,42607.0
4608,Skuodo r. sav.,2010,6,0,19.8,21394.0
4609,Šilutės r. sav.,2010,6,3,22.3,47713.0
4610,Marijampolės apskritis,2010,6,8,21.7,167143.0
4611,Marijampolės r. sav.,2010,6,3,,
4612,Šakių r. sav.,2010,6,3,22.9,33486.0
4613,Vilkaviškio r. sav.,2010,6,2,10.6,44128.0
4614,Panevėžio apskritis,2010,6,20,28.2,259374.0
4615,Panevėžio m. sav.,2010,6,7,2.2,103101.0
4616,Biržų r. sav.,2010,6,3,27.2,29439.0
4617,Kupiškio r. sav.,2010,6,3,29.3,21064.0
4618,Panevėžio r. sav.,2010,6,1,34.8,40377.0
4619,Pasvalio r. sav.,2010,6,0,17.0,29400.0
4620,Rokiškio r. sav.,2010,6,6,29.0,35993.0
4621,Šiaulių apskritis,2010,6,4,27.5,316278.0
4622,Šiaulių m. sav.,2010,6,2,5.6,114506.0
4623,Akmenės r. sav.,2010,6,0,32.4,24501.0
4624,Joniškio r. sav.,2010,6,0,20.0,27427.0
4625,Kelmės r. sav.,2010,6,1,31.1,33842.0
4626,Radviliškio r. sav.,2010,6,1,25.4,44518.0
4627,Šiaulių r. sav.,2010,6,0,34.8,46779.0
4628,Tauragės apskritis,2010,6,5,33.0,114763.0
4629,Jurbarko r. sav.,2010,6,0,38.1,31511.0
4630,Šilalės r. sav.,2010,6,3,28.4,27416.0
4631,Tauragės r. sav.,2010,6,2,38.4,45894.0
4632,Telšių apskritis,2010,6,7,36.1,157718.0
4633,Mažeikių r. sav.,2010,6,1,29.5,60471.0
4634,Plungės r. sav.,2010,6,2,36.0,39611.0
4635,Telšių r. sav.,2010,6,4,34.7,48655.0
4636,Utenos apskritis,2010,6,16,34.1,157472.0
4637,Visagino sav.,2010,6,1,57.6,23992.0
4638,Anykščių r. sav.,2010,6,4,32.2,29632.0
4639,Ignalinos r. sav.,2010,6,2,36.0,18961.0
4640,Molėtų r. sav.,2010,6,0,31.2,21238.0
4641,Utenos r. sav.,2010,6,4,33.1,44636.0
4642,Zarasų r. sav.,2010,6,5,37.2,19013.0
4643,Vilniaus apskritis,2010,6,75,43.7,824193.0
4644,Vilniaus m. sav.,2010,6,59,34.7,543191.0
4645,Šalčininkų r. sav.,2010,6,0,47.8,35357.0
4646,Širvintų r. sav.,2010,6,0,33.2,18166.0
4647,Švenčionių r. sav.,2010,6,2,60.0,28690.0
4648,Ukmergės r. sav.,2010,6,6,32.4,42042.0
4649,Vilniaus r. sav.,2010,6,8,40.3,95939.0
